horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
4,T236,,,"[16.893930252202242, 16.77676418160847, 17.12957298421632, 16.88170746412637, 17.019207391198638]",,,2015-09-28,3,,No surface found in dict,RN,,22,5,,,,,"[6.2, 5.4, 6.3]",1,,,Mr & Mrs Philip Ng Yuk Wing and Michael Ng Mun Kit,,,9,2015-09-28 09:10:00,,[16.77676418160847],B,1,"[('20150607_679', None), ('20150516_624', None), ('20150906_10', None), ('20150701_746', None), ('20150412_533', None)]",,0,,,"[0, 0, 0, 0, 0]",,1600,ENORMOUS HONOUR,,0,,"[16.893930252202242, 16.77676418160847, 17.12957298421632, 16.88170746412637, 17.019207391198638]",,,TYS,0,"[3, 5, 1, 4, 2]","[67, 24, 22, 34]",0
1,T363,,,[15.980629539951574],,,2015-09-28,3,,No surface found in dict,MG,,12,1,,,,,[99.0],2,,,Healthy & Happy Racing Syndicate,,,9,2015-09-28 09:10:00,,,B,0,"[('20150916_33', None)]",,0,,,[0],,1600,HAPPY CONTENDER,,0,,[15.980629539951574],,,GR,0,[1],,0
7,P281,,,"[16.861629254926758, 16.5929203539823, 15.942028985507246, 16.385302879841113, 16.25851031399248, 16.787325569195257, 16.971754152018427, 16.346344362987914, 16.304347826086957, 16.523132385339476, 16.414643851969757, 16.782546152001917, 16.68578579622484, 16.626831549412863, 16.441359152356593, 16.547729858310063, 16.718913270637408, 16.88374336710082, 16.59751037344398, 16.88374336710082, 16.845144988569366, 17.030939540164635, 17.583963425356075, 17.494751574527644, 16.903789266093817]",,,2015-09-28,3,,No surface found in dict,HCY,,78,25,,,,,"[19.0, 24.0, 15.0]",1,,,Ranjan Tikam Mahtani,,,9,2015-09-28 09:10:00,,"[16.861629254926758, 16.25851031399248, 16.787325569195257, 16.68578579622484, 16.626831549412863, 16.547729858310063, 16.718913270637408, 16.59751037344398]",V-,8,"[('20141217_250', None), ('20141126_194', None), ('20140427_579', None), ('20140301_443', None), ('20140525_653', None), ('20141022_108', None), ('20150407_521', None), ('20141207_223', None), ('20150712_774', None), ('20131124_190', None), ('20150617_702', None), ('20130612_690', None), ('20140406_534', None), ('20131109_152', None), ('20130515_616', None), ('20150603_669', None), ('20140126_358', None), ('20150509_606', None), ('20140323_498', None), ('20150627_734', None), ('20141005_59', None), ('20131001_47', None), ('20150321_486', None), ('20140601_672', None), ('20140216_404', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,JAEGER BOMB,,2,,"[16.861629254926758, 16.5929203539823, 15.942028985507246, 16.385302879841113, 16.25851031399248, 16.787325569195257, 16.971754152018427, 16.346344362987914, 16.304347826086957, 16.523132385339476, 16.414643851969757, 16.782546152001917, 16.68578579622484, 16.626831549412863, 16.441359152356593, 16.547729858310063, 16.718913270637408, 16.88374336710082, 16.59751037344398, 16.88374336710082, 16.845144988569366, 17.030939540164635, 17.583963425356075, 17.494751574527644, 16.903789266093817]",,,FC,0,"[8, 16, 25, 21, 24, 10, 4, 22, 23, 18, 20, 11, 13, 14, 19, 17, 12, 6, 15, 6, 9, 3, 1, 2, 5]","[15, 10, 14, 25, 32, 17, 94, 10, 11, 35, 17, 126, 7, 28, 21, 14, 22, 13, 21, 63, 15, 39, 111, 28]",1
8,S266,,,"[16.895969104513636, 17.058608504934814, 16.116035455278002, 16.79261125104954, 17.037848363149568, 17.017138689680323, 17.1990171990172, 16.959418534221683, 17.00921332388377, 17.692852087756545]",,,2015-09-28,2,,No surface found in dict,MOJ,,22,10,,,,,"[3.1, 9.4, 5.2]",1,,,Indy Racing Syndicate,,,10,2015-09-28 09:45:00,,"[16.895969104513636, 17.058608504934814, 17.037848363149568, 17.017138689680323, 17.1990171990172, 16.959418534221683]",B/TT,6,"[('20141115_163', None), ('20150712_776', None), ('20140618_715', None), ('20150906_10', None), ('20141026_112', None), ('20150509_606', None), ('20150308_449', None), ('20150221_411', None), ('20141130_196', None), ('20150407_521', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1400,UP AND COMING,,4,,,,,LKW,0,"[8, 3, 10, 9, 4, 5, 2, 7, 6, 1]","[56, 64, 32, 30, 15, 83, 15, 20, 130]",3
3,P428,,,"[16.081871345029242, 16.242555495397944, 16.452288363745136, 16.39344262295082, 16.473642172523963, 16.7986561075114, 16.949152542372882, 17.559262510974538, 17.174753112924, 17.055144968732236, 17.069701280227598]",,,2015-09-28,3,,No surface found in dict,PB,,19,11,,,,,"[4.4, 6.4, 15.0]",1,,,Li Yangqin,,,9,2015-09-28 09:10:00,,,B,0,"[('20150318_475', None), ('20150204_369', None), ('20140212_397', None), ('20150415_542', None), ('20140312_469', None), ('20150909_17', None), ('20131006_62', None), ('20150221_411', None), ('20150708_765', None), ('20150110_308', None), ('20150610_687', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,STRONG FOUNDATION,,1,,"[16.081871345029242, 16.242555495397944, 16.452288363745136, 16.39344262295082, 16.473642172523963, 16.7986561075114, 16.949152542372882, 17.559262510974538, 17.174753112924, 17.055144968732236, 17.069701280227598]",,,YPF,0,"[11, 10, 8, 9, 7, 6, 5, 1, 2, 4, 3]","[63, 28, 56, 28, 25, 17, 25, 304, 28, 129]",0
5,N209,,,"[16.551153408503154, 16.93838661867457, 16.600571797473023, 16.875856977112118, 15.694853990297727, 16.678828312311058, 16.244954218765386, 15.997673065735892, 16.26416954164613, 16.447368421052634, 16.27700503107428, 16.48653599560359, 16.39670078505416, 16.621649698732597, 16.80672268907563, 16.38896476372576, 16.302736883707144, 17.00886891021747, 16.37331150225133, 16.63102874792112, 16.421859319405165, 16.225784246238568, 16.296966953372568, 16.778523489932887, 16.785564414603442, 16.84919966301601, 16.424856282507527, 16.40159045725646, 16.471997604073074, 16.388557806912992, 16.32208922742111, 16.67129758266185, 16.725515703400855, 16.5929203539823, 16.385980883022302, 16.40159045725646, 16.594067620825555, 16.839066634592253, 16.86874011597259, 15.997440409534475, 16.40838650865998, 16.4778578784758]",,,2015-09-28,3,,No surface found in dict,CAN,,15,42,,,,,"[8.2, 15.0, 10.0]",1,,,Kwok Siu Ming,,,9,2015-09-28 09:10:00,,"[16.551153408503154, 16.93838661867457, 16.875856977112118, 16.678828312311058, 16.621649698732597, 16.80672268907563, 16.37331150225133, 16.785564414603442, 16.84919966301601, 16.594067620825555, 16.86874011597259, 16.4778578784758]",B/TT,12,"[('20130324_487', None), ('20150520_632', None), ('20130605_671', None), ('20131103_136', None), ('20131001_53', None), ('20120115_323', None), ('20121228_275', None), ('20150121_336', None), ('20150614_698', None), ('20150107_300', None), ('20131204_220', None), ('20140521_645', None), ('20150503_585', None), ('20150712_774', None), ('20131012_81', None), ('20150412_532', None), ('20121001_64', None), ('20140427_583', None), ('20140507_608', None), ('20140406_536', None), ('20130120_333', None), ('20140309_463', None), ('20130522_636', None), ('20130414_535', None), ('20140119_342', None), ('20141026_121', None), ('20120318_486', None), ('20141210_229', None), ('20150304_439', None), ('20130501_581', None), ('20130302_434', None), ('20150627_734', None), ('20141119_174', None), ('20120211_391', None), ('20130202_368', None), ('20121028_129', None), ('20140601_675', None), ('20150211_388', None), ('20131226_274', None), ('20130109_304', None), ('20150913_28', None), ('20121209_231', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,BEAUTY LEAD,,2,,"[16.551153408503154, 16.93838661867457, 16.600571797473023, 16.875856977112118, 15.694853990297727, 16.678828312311058, 16.244954218765386, 15.997673065735892, 16.26416954164613, 16.27700503107428]",,,CAS,0,"[18, 2, 15, 3, 42, 11, 38, 40, 37, 22, 36, 19, 28, 14, 7, 29, 34, 1, 32, 13, 24, 39, 35, 9, 8, 5, 23, 26, 21, 30, 33, 12, 10, 17, 31, 26, 16, 6, 4, 41, 25, 20]","[63, 15, 13, 25, 17, 21, 39, 21, 21, 14, 28, 21, 24, 147, 11, 14, 10, 21, 28, 49, 24, 22, 31, 22, 11, 118, 14, 21, 17, 21, 22, 28, 13, 11, 12, 19, 42, 27, 197, 36, 27]",0
6,T117,,,"[16.95633743111488, 16.290624745458988, 16.725515703400855, 16.288118722287575, 17.039922103213243]",,,2015-09-28,2,,No surface found in dict,TEK,,99,5,,,,,"[43.0, 99.0, 44.0]",1,,,David Hui Cheung Wing,,,10,2015-09-28 09:45:00,,[17.039922103213243],E-,1,"[('20150215_399', None), ('20150315_467', None), ('20150301_430', None), ('20150125_346', None), ('20150621_717', None)]",,0,,,"[0, 0, 0, 0, 0]",,1400,GOLDEN SLEEP,,0,,"[16.95633743111488, 16.725515703400855, 17.039922103213243]",,,MA,0,"[2, 4, 3, 5, 1]","[98, 14, 14, 21]",0
7,N300,,,"[17.20958819913952, 16.971754152018427, 16.77651288196525, 16.916384726921216, 16.688520681845272, 16.367423866679893, 16.945049624788187, 16.932752781809384, 16.49175412293853, 16.675351745700887, 16.323569420513287, 16.13770844540075, 16.628559551028893, 17.23147616312464, 16.92661105065893, 16.61631419939577, 16.587677725118482, 16.677089847821556, 17.060687301974166, 16.416991586291815, 16.062966829973494, 16.48502610129133, 16.808488286584726, 16.31240731586752, 16.808488286584726, 16.94915254237288, 16.774502755811167, 17.27364329926587]",,,2015-09-28,2,,No surface found in dict,STH,,93,29,,,,,"[25.0, 40.0, 6.9]",1,,,Getmore Group Syndicate,,,10,2015-09-28 09:45:00,,"[17.20958819913952, 16.971754152018427, 16.77651288196525, 16.916384726921216, 16.688520681845272, 16.945049624788187, 16.932752781809384, 16.92661105065893, 16.587677725118482, 17.060687301974166, 16.774502755811167]",TT,11,"[('20140525_657', None), ('20141109_149', None), ('20150121_335', None), ('20140706_768', None), ('20150215_398', None), ('20150308_449', None), ('20140427_583', None), ('20140406_536', None), ('20140316_479', None), ('20141005_64', None), ('20130501_577', None), ('20140202_371', None), ('20130710_768', None), ('20130612_692', None), ('20130518_624', None), ('20150509_607', None), ('20141210_229', None), ('20150101_282', None), ('20150627_735', None), ('20150318_475', None), ('20150531_662', None), ('20141119_173', None), ('20150426_566', None), ('20150407_518', None), ('20140611_702', None), ('20140216_406', None), ('20140510_620', None), ('20130623_721', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1400,DR GOOD HABIT,,5,,"[17.20958819913952, 16.971754152018427, 16.77651288196525, 16.323569420513287, 16.628559551028893, 17.23147616312464, 16.92661105065893, 16.61631419939577, 16.587677725118482, 16.677089847821556, 17.060687301974166, 16.416991586291815, 16.808488286584726, 16.31240731586752]",,,SJJ,0,"[3, 5, 13, 10, 15, 24, 7, 8, 21, 17, 25, 27, 18, 2, 9, 19, 20, 16, 4, 23, 28, 22, 11, 26, 11, 6, 14, 1]","[27, 22, 13, 19, 20, 10, 21, 25, 20, 22, 21, 10, 35, 91, 25, 17, 15, 13, 21, 21, 28, 14, 207, 17, 11, 25, 17, 120]",3
5,S362,,,"[16.940948693126813, 17.258382642998026, 16.70320492744545, 17.112822393350445, 16.977928692699493, 17.18213058419244, 17.426662794074936]",,,2015-09-28,2,,No surface found in dict,PB,,22,7,,,,,"[3.9, 10.0, 5.7]",1,,,Carter Mok Man Fung & Siemen Mok Tsoi Sin Man,,,10,2015-09-28 09:45:00,,"[16.940948693126813, 17.258382642998026, 17.112822393350445, 16.977928692699493, 17.18213058419244]",TT,5,"[('20150712_777', None), ('20150125_346', None), ('20141220_260', None), ('20150215_400', None), ('20141026_116', None), ('20150906_7', None), ('20141123_185', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0]",,1400,HIGH AND MIGHTY,,1,,"[16.940948693126813, 17.258382642998026, 16.70320492744545, 17.112822393350445]",,,SWY,0,"[6, 2, 7, 4, 5, 3, 1]","[56, 147, 21, 36, 27, 28]",1
2,P309,,,"[16.288252714708786, 16.918684572274508, 16.725515703400855, 16.70843776106934, 16.997769042813133, 16.689266715343695, 16.833245660178854, 16.843878302979263, 16.692749087115285, 16.546018614270942, 16.402405686167306, 16.552865714876887, 16.778523489932887, 16.599232285506794, 16.706443914081145, 16.898008449004227]",,,2015-09-28,3,,No surface found in dict,FRA,,117,16,,,,,"[5.8, 7.9, 10.0]",1,,,HK Club Racing Syndicate,,,9,2015-09-28 09:10:00,,"[16.918684572274508, 16.70843776106934, 16.997769042813133, 16.689266715343695, 16.833245660178854, 16.843878302979263, 16.692749087115285, 16.546018614270942, 16.552865714876887, 16.599232285506794]",B,10,"[('20140927_45', None), ('20141220_256', None), ('20131117_164', None), ('20140504_602', None), ('20131215_244', None), ('20140427_579', None), ('20150301_430', None), ('20150201_364', None), ('20140111_322', None), ('20140330_516', None), ('20140316_476', None), ('20140525_653', None), ('20141012_82', None), ('20141115_167', None), ('20150603_669', None), ('20150516_622', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1600,CLUB LIFE,,4,,"[16.288252714708786, 16.997769042813133, 16.689266715343695, 16.833245660178854, 16.843878302979263, 16.692749087115285, 16.546018614270942, 16.402405686167306, 16.552865714876887, 16.778523489932887, 16.599232285506794]",,,GR,0,"[16, 2, 7, 8, 1, 11, 5, 4, 10, 14, 15, 13, 6, 12, 9, 3]","[18, 76, 28, 43, 35, 34, 15, 125, 21, 7, 28, 14, 64, 27, 28]",2
4,N268,,,"[17.171593278547775, 17.125382262996943, 16.54107700790296, 17.52336448598131, 17.064846416382252, 16.80874054508344, 16.577638607478356, 16.838560303094088, 17.019207391198638, 16.89189189189189, 16.48186994306263, 16.65278934221482, 16.68404588112617, 17.056530214424953, 17.023346303501945, 17.6056338028169, 16.963528413910094, 17.077335935594046, 16.72940192388122, 16.778523489932887, 16.77249311129747, 17.19056974459725, 16.836591525582264, 16.73465118711432, 16.945049624788187, 16.406483046634186, 16.840332596568782, 16.875856977112118, 17.05237515225335, 16.887816646562122, 16.537467700258397, 16.738152526414897, 16.6631951676734, 16.91434094478676, 16.869502349680687, 17.452006980802793, 16.970725498515062]",,,2015-09-28,2,,No surface found in dict,PZ,,78,39,,,,,"[55.0, 36.0, 20.0]",1,,,Mr & Mrs Chan Chor Lam,,,10,2015-09-28 09:45:00,,"[17.171593278547775, 17.125382262996943, 17.064846416382252, 16.80874054508344, 17.019207391198638, 17.056530214424953, 17.023346303501945, 16.963528413910094, 17.077335935594046, 16.778523489932887, 16.77249311129747, 17.19056974459725, 16.945049624788187, 17.05237515225335, 16.887816646562122, 16.91434094478676, 16.869502349680687]",,17,"[('20150308_408', None), ('20121110_10', None), ('20150527_652', None), ('20131103_82', None), ('20141109_121', None), ('20130324_156', None), ('20141119_146', None), ('20150118_292', None), ('20150712_777', None), ('20131027_768', None), ('20130511_488', None), ('20141005_26', None), ('20121209_71', None), ('20130710_608', None), ('20120624_578', None), ('20130505_231', None), ('20131208_117', None), ('20140202_222', None), ('20140531_442', None), ('20140427_407', None), ('20140111_136', None), ('20121006_720', None), ('20130602_592', None), ('20140216_324', None), ('20120908_632', None), ('20140301_369', None), ('20150104_233', None), ('20150627_735', None), ('20141214_201', None), ('20150418_448', None), ('20141026_63', None), ('20131012_664', None), ('20140921_583', None), ('20150221_328', None), ('20141130_174', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1400,WINNING LEADER,,5,,"[17.171593278547775, 17.125382262996943, 16.54107700790296, 16.577638607478356, 16.838560303094088, 16.48186994306263, 16.68404588112617, 16.963528413910094, 16.72940192388122, 16.77249311129747, 16.73465118711432, 16.945049624788187, 16.406483046634186, 16.840332596568782, 16.875856977112118, 17.05237515225335, 16.887816646562122, 16.537467700258397]",,,YCH,0,"[5, 6, 34, 2, 8, 24, 33, 22, 12, 17, 36, 32, 30, 9, 11, 1, 14, 7, 29, 25, 26, 4, 23, 28, 15, 37, 21, 19, 10, 18, 35, 27, 31, 16, 20, 3, 13]","[15, 31, 39, 41, 15, 34, 14, 21, 14, 11, 10, 14, 21, 14, 113, 34, 57, 13, 14, 22, 34, 35, 7, 15, 94, 38, 22, 6, 42, 105, 29, 35, 28, 76, 36, 20, 1084, 322]",2
l3odds,horsecode,jockey_id,todaysrating,all_runs,min_surf,avg_spds,timelist,isMaiden,race_id,mean_surf,racedate,raceclass,previouswins_d,racesurface,jockeycode,marginsbehindleader,max_d,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,horsenumber,previouswins_surf,priority,racecoursecode,previousruns_cl,ownername,max_car,min_d,trackvariant,racenumber,max_cl,runners_list,owner_id,prev_avg_spds_d,previouswins_cl,min_cl,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,mean_cl,jtohweights_h,raceday_id,lastwonat,trainername,min_car,racedistance,horsename,horse_url,previous_rp_aggs,previouswins_car,places_daysoff,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,utcracetime,mean_d,ranked_avgspds,dayssincelastrun_h,mean_car,previousruns_surf,max_surf,career_roi
"[8.3, 13.0, 11.0]",S298,,,6<5<8<4<2<1<3<1<4<1<5<2<6<7,17.204301075268816,"[19.38454082868912, 14.895201617193319, 19.37280542438552, 14.780405405405405, 17.152658662092623, 17.273288093769278, 17.094017094017094, 16.942998910807212, 17.127477367262053, 14.506769825918763, 17.204301075268816, 17.341040462427745, 17.108639863130882]",,,,,2015-09-28,2,0,A,CAN,,,81,13,G,,,,2,0,+1,ST,4,Win Forever Syndicate,19.38454082868912,,,10,19.37280542438552,,,,1,14.895201617193319,B,0,"[('20150207_448', (117, 2)), ('20141207_346', (130, 3)), ('20150412_662', (127, 8)), ('20150308_534', (115, 4)), ('20140701_027', (124, 2)), ('20140921_065', (126, 5)), ('20141005_120', (126, 1)), ('20141026_185', (123, 4)), ('20150125_382', (120, 1)), ('20140608_760', (124, 6)), ('20141123_218', (128, 1)), ('20150531_775', (133, 5)), ('20150712_064', (113, 6))]",,0,,,,,,,,14.506769825918763, 1400,PIKACHU,,,3,"6>(42d),5>(49d),8>(35d),4>(29d),2>(13d),1>(49d),3>(14d),1>(28d),4>(21d),1>(14d),5>(82d),2>(23d)","[14.895201617193319, 19.37280542438552, 17.152658662092623, 17.273288093769278]",,,FD,0,2015-09-28 09:45:00,,"[1, 11, 2, 12, 6, 4, 9, 10, 7, 13, 5, 3, 8]","[42, 49, 35, 29, 13, 49, 14, 28, 21, 14, 82, 23]",,2,19.37280542438552,-24.61538461538461
"[3.8, 3.1, 9.4]",S266,,,4<1<4<10<1<2<1<1<5<8<4,14.5366444579043,"[16.99235344095157, 16.895969104513636, 19.49555257706836, 16.116035455278002, 14.693534844668346, 17.037848363149568, 17.017138689680323, 17.1990171990172, 14.5366444579043, 14.17434443656981]",,,,,2015-09-28,2,0,A,MOJ,,,25,10,G,,,,8,0,1,ST,0,Indy Racing Syndicate,19.49555257706836,,,10,,,,,0,,B/TT,0,"[('20150221_449', (114, 2)), ('20141115_196', (124, 1)), ('20150509_776', (133, 4)), ('20150712_010', (123, 1)), ('20150906_064', (133, 4)), ('20140618_112', (125, 8)), ('20150407_606', (127, 10)), ('20150308_521', (123, 1)), ('20141130_411', (125, 1)), ('20141026_163', (124, 5))]",,0,,,,,,,,14.17434443656981, 1400,UP AND COMING,,,4,"4>(56d),1>(64d),4>(32d),10>(30d),1>(15d),2>(83d),1>(15d),1>(20d),5>(130d)",,,,LKW,0,2015-09-28 09:45:00,,"[5, 6, 1, 7, 8, 3, 4, 2, 9, 10]","[56, 64, 32, 30, 15, 83, 15, 20, 130]",,1,14.5366444579043,25.0
"[96.0, 47.0, 7.2]",P412,,,11<6<2<9<1<7<6<2<11<11<14<3<9<11<6<10<7<1<4<2<2<5<2<6<7<6<5<2<8<8,12.088974854932301,"[16.861375406479585, 19.84604281934087, 16.413623307345095, 18.92147587511826, 15.324602953468933, 16.032064128256515, 17.38672286617492, 16.427104722792606, 16.63720494956847, 18.746094563632578, 15.062990688333029, 14.105793450881611, 14.598540145985401, 17.055144968732236, 20.152583849143515, 17.006802721088437, 17.073170731707318, 19.45525291828794, 14.584852588811335, 14.639502256923265, 17.22652885443583, 16.97552694864903, 19.962925994581493, 16.863406408094434, 14.49625513409036, 20.05730659025788, 12.088974854932301, 21.167754454048335, 17.248814144027598]",,,,,2015-09-28,2,0,A,RN,,,25,29,G,,,,1,1,2,ST,22,Boniface Ho Ka Kui,21.167754454048335,,,10,21.167754454048335,,,,2,12.088974854932301,E,0,"[('20131030_155', (117, 5)), ('20140615_010', (122, 10)), ('20140319_555', (133, 2)), ('20150614_743', (122, 2)), ('20150325_534', (114, 6)), ('20140212_452', (131, 5)), ('20141130_259', (125, 3)), ('20140111_397', (133, 2)), ('20131208_284', (118, 7)), ('20141220_328', (116, 14)), ('20150118_400', (119, 11)), ('20140305_484', (128, 2)), ('20150701_007', (117, 6)), ('20150215_445', (119, 11)), ('20150308_491', (118, 2)), ('20141005_102', (120, 11)), ('20131229_323', (113, 6)), ('20150412_597', (118, 7)), ('20140510_657', (119, 1)), ('20131109_230', (131, 6)), ('20141019_203', (118, 9)), ('20131006_125', (121, 2)), ('20150506_652', (116, 1)), ('20140413_620', (130, 4)), ('20140914_064', (125, 6)), ('20150527_699', (117, 9)), ('20150906_064', (131, 11)), ('20130915_064', (121, 8)), ('20140525_712', (120, 7))]",,0,,,,,,,,12.088974854932301, 1400,SICHUAN VIGOUR,,,2,"11>(67d),6>(17d),2>(18d),9>(21d),1>(24d),7>(18d),6>(17d),2>(21d),11>(28d),11>(29d),14>(20d),3>(42d),9>(14d),11>(21d),6>(91d),10>(21d),7>(15d),1>(27d),4>(25d),2>(14d),2>(21d),5>(32d),2>(13d),6>(21d),7>(29d),6>(10d),5>(24d),2>(21d)","[19.84604281934087, 16.413623307345095, 18.92147587511826, 15.324602953468933, 16.032064128256515, 17.38672286617492, 16.427104722792606, 16.63720494956847, 18.746094563632578, 15.062990688333029, 14.105793450881611, 14.598540145985401, 17.055144968732236, 20.152583849143515, 17.006802721088437, 17.073170731707318, 19.45525291828794, 16.863406408094434, 14.49625513409036, 12.088974854932301, 21.167754454048335, 17.248814144027598]",,,SJJ,0,2015-09-28 09:45:00,,"[17, 5, 20, 7, 22, 21, 9, 19, 18, 8, 23, 28, 25, 13, 2, 14, 12, 6, 26, 24, 11, 15, 4, 16, 27, 3, 29, 1, 10]","[67, 17, 18, 21, 24, 18, 17, 21, 28, 29, 20, 42, 14, 21, 91, 21, 15, 27, 25, 14, 21, 32, 13, 21, 29, 10, 24, 21]",,11,20.152583849143515,-64.82758620689656
"[28.0, 23.0, 99.0]",T309,,,2<8<5<10,,"[17.01093560145808, 16.78053457988733, 20.2677803709618]",,,,,2015-09-28,2,0,A,MG,,,25,3,G,,,,9,0,1,ST,2,Mr & Mrs Lau Ying Wah,20.2677803709618,,,10,20.2677803709618,,,,0,16.78053457988733,TT,0,"[('20150906_064', (121, 2)), ('20150712_007', (114, 8)), ('20150701_777', (108, 5))]",,0,,,,,,,,16.78053457988733, 1400,WAH MAY FRIEND,,,0,"2>(56d),8>(11d)","[16.78053457988733, 20.2677803709618]",,,CAS,0,2015-09-28 09:45:00,,"[2, 3, 1]","[56, 11]",,0,,-100.0
"[23.0, 4.9, 13.0]",S194,,,9<3<5<7<3<4<14<3<1<7<11<11<7<11<7,16.80672268907563,"[19.951632406287786, 17.853600476096013, 14.715349949415984, 16.909744240118368, 14.78352692713833, 24.119633381572598, 12.843152994060041, 16.80672268907563, 14.747708838091224, 14.64486209421528, 19.80758347481607, 14.378145219266715, 19.813189923577696, 14.246705449364834]",,,,,2015-09-28,2,0,A,SCC,,,99,14,G,,,,10,0,1,ST,7,Cheng Keung Fai,24.119633381572598,,,10,19.813189923577696,,,,0,12.843152994060041,TT,0,"[('20140608_738', (131, 11)), ('20140517_692', (133, 11)), ('20141214_269', (116, 14)), ('20141102_242', (130, 3)), ('20141228_468', (132, 4)), ('20150624_064', (129, 9)), ('20140309_635', (126, 7)), ('20150516_677', (125, 5)), ('20140223_463', (115, 11)), ('20140625_055', (129, 7)), ('20150607_725', (113, 3)), ('20150315_534', (121, 3)), ('20141001_136', (133, 1)), ('20150412_622', (119, 7))]",,0,,,,,,,,12.843152994060041, 1400,SELKIRK STAR,,,1,"9>(17d),3>(22d),5>(34d),7>(28d),3>(77d),4>(14d),14>(42d),3>(32d),1>(98d),7>(17d),11>(22d),11>(69d),7>(14d)","[17.853600476096013, 14.715349949415984, 16.909744240118368, 14.78352692713833, 12.843152994060041, 19.813189923577696, 14.246705449364834]",,,JM,0,2015-09-28 09:45:00,,"[2, 5, 10, 6, 8, 1, 14, 7, 9, 11, 4, 12, 3, 13]","[17, 22, 34, 28, 77, 14, 42, 32, 98, 17, 22, 69, 14]",,2,24.119633381572598,-50.0
