horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
"[28.0, 18.0, 20.0]",P225,,,8<8<4<6<11<2<0<8<4<10<7<10<5<6<1<4<4<1<1<3<7<11<9<5<6<5<1<7<4<4<11<12<13<13<12,,"[17.167381974248926, 16.771488469601678, 17.094017094017094, 17.011624610150268, 16.703786191536746, 17.011624610150268, 17.27613014684711, 17.13796058269066, 16.7808698084184, 17.08914839077186, 16.985138004246284, 17.07698875764907, 17.35106998264893, 17.40139211136891, 17.196904557179707, 17.204301075268816, 17.07698875764907, 17.059994313335228, 17.157563625965114, 17.014036580178647, 16.7973124300112, 16.839741790625876, 17.0261066969353, 16.997167138810198, 16.839741790625876, 16.769144773616546, 16.908552909680147, 16.927634363097756, 17.152658662092627, 19.875070982396366, 16.754427955959788, 14.086160347458621, 19.80758347481607]",,,,,2015-09-28,3,0,All Weather Track,CAN,,,22,34,,,,,9,0,1,ST,20,Howard Tai Wai Yin,19.875070982396366,,,7,19.875070982396366,,,,1,14.086160347458621,B,0,"[('20141015_128', (128, 5)), ('20131218_346', (133, 5)), ('20140212_430', (133, 11)), ('20140226_457', (128, 7)), ('20140917_091', (122, 6)), ('20140326_557', (126, 1)), ('20150617_761', (122, 4)), ('20140309_502', (128, 3)), ('20150708_018', (122, 8)), ('20130704_030', (130, 4)), ('20140507_646', (133, 4)), ('20150308_550', (122, 0)), ('20150506_650', (123, 11)), ('20140521_680', (122, 4)), ('20131023_177', (126, 5)), ('20131120_253', (133, 6)), ('20130420_610', (118, 12)), ('20130317_553', (121, 13)), ('20150527_707', (122, 6)), ('20130511_661', (118, 11)), ('20141220_333', (125, 4)), ('20150121_446', (124, 8)), ('20141029_172', (128, 10)), ('20150419_593', (115, 2)), ('20141207_258', (131, 10)), ('20130224_469', (121, 13)), ('20150909_061', (118, 8)), ('20140416_604', (127, 1)), ('20141119_220', (126, 7)), ('20140605_018', (120, 1)), ('20130917_069', (127, 7)), ('20131009_104', (127, 1)), ('20130602_742', (114, 4)), ('20140122_393', (133, 9))]",,0,,,,,,,,14.086160347458621, Good,KING DERBY,,,4,"8>(63d),8>(21d),4>(21d),6>(21d),11>(17d),2>(42d),8>(32d),4>(13d),10>(18d),7>(21d),10>(14d),5>(28d),6>(104d),1>(15d),4>(14d),4>(21d),1>(21d),1>(17d),3>(11d),7>(14d),11>(21d),9>(35d),5>(28d),6>(28d),5>(14d),1>(22d),7>(75d),4>(32d),4>(22d),11>(21d),12>(34d),13>(21d)","[16.771488469601678, 17.094017094017094, 17.011624610150268, 16.703786191536746, 17.011624610150268, 17.27613014684711, 17.13796058269066, 16.7808698084184, 17.08914839077186, 16.985138004246284, 17.07698875764907, 17.35106998264893, 17.40139211136891, 17.196904557179707, 17.204301075268816, 19.875070982396366, 16.754427955959788, 14.086160347458621, 19.80758347481607]",,,SCS,0,2015-09-28 08:05:00,,"[8, 29, 12, 19, 32, 19, 5, 11, 28, 13, 22, 14, 4, 3, 7, 6, 14, 16, 9, 18, 27, 25, 17, 21, 25, 30, 24, 23, 10, 1, 31, 33, 2]","[63, 21, 21, 21, 17, 42, 46, 32, 13, 18, 21, 14, 28, 104, 15, 14, 21, 21, 17, 11, 14, 21, 35, 28, 28, 14, 22, 75, 32, 22, 21, 34, 21]",,0,,-1.17647058823529
"[4.7, 12.0, 15.0]",P214,,,3<4<4<6<1<5<4<3<2<2<4<2<12<2<7<2<4<10<2<9,,"[17.358599739621006, 17.411491584445734, 17.497812773403325, 17.030939540164635, 17.561832284501683, 17.43425831759407, 16.83029453015428, 16.949152542372882, 16.997167138810198, 19.858156028368793, 14.550745725718443, 17.20676799541153, 16.809076901526826, 17.157563625965114, 16.880011253340836, 16.96592676374947, 16.98033111645677, 16.844469399213924, 14.226774790155071]",,,,,2015-09-28,3,0,All Weather Track,WJH,,,88,19,,,,,8,0,+1,ST,3,Christopher So Chi Hang & Eddie Ng Tao,19.858156028368793,,,7,17.561832284501683,,,,1,17.411491584445734,V,0,"[('20140316_530', (127, 2)), ('20131229_364', (128, 2)), ('20141203_295', (131, 3)), ('20150422_716', (119, 4)), ('20140406_649', (126, 7)), ('20141012_151', (129, 2)), ('20140706_004', (130, 2)), ('20141112_209', (129, 2)), ('20150207_492', (113, 1)), ('20140914_080', (130, 4)), ('20140223_473', (128, 4)), ('20140525_704', (128, 2)), ('20150705_061', (120, 3)), ('20150114_378', (133, 5)), ('20140615_764', (131, 12)), ('20150325_558', (132, 6)), ('20150621_757', (120, 4)), ('20140202_420', (126, 10)), ('20150107_312', (132, 4))]",,0,,,,,,,,14.226774790155071, Good,HIT THE BID,,,1,"3>(14d),4>(60d),4>(28d),6>(46d),1>(24d),5>(7d),4>(35d),3>(21d),2>(31d),2>(28d),4>(70d),2>(21d),12>(21d),2>(49d),7>(21d),2>(21d),4>(21d),10>(35d)","[17.411491584445734, 17.497812773403325, 17.561832284501683]",,,MA,0,2015-09-28 08:05:00,,"[6, 5, 3, 9, 2, 4, 16, 13, 10, 1, 18, 7, 17, 8, 14, 12, 11, 15, 19]","[14, 60, 28, 46, 24, 7, 35, 21, 31, 28, 70, 21, 21, 49, 21, 21, 21, 35]",,0,,-72.10526315789473
"[14.0, 26.0, 30.0]",T365,,,10<9<8<5,,"[16.96113074204947, 14.293882218410522, 20.754064337599445]",,,,,2015-09-28,3,0,All Weather Track,MOJ,,,18,3,,,,,5,0,1,ST,2,The Hon Ronald Arculli GBM GBS JP & Johanna K J Arculli BBS,20.754064337599445,,,7,20.754064337599445,,,,0,14.293882218410522,P,0,"[('20150913_061', (124, 10)), ('20150627_763', (120, 8)), ('20150708_025', (117, 9))]",,0,,,,,,,,14.293882218410522, Good,FOREVER RED,,,0,"10>(67d),9>(11d)","[14.293882218410522, 20.754064337599445]",,,SJJ,0,2015-09-28 08:05:00,,"[2, 3, 1]","[67, 11]",,0,,-100.0
"[22.0, 39.0, 99.0]",M325,,,7<13<12<12<10<10<10<13<9<2<12<8<1<2<6<7<6<2<1<7<3<10<2<12<10<4<8<1<12<7<4<7<5<9<1<6<5<3<1<6<6<4<2<10<3,,"[20.103388856978746, 16.49387370405278, 19.796040791841634, 13.226263580538498, 14.328358208955224, 17.308524448290783, 22.942357327215372, 17.119734384727124, 16.60126773317235, 16.737674984783933, 15.637216575449571, 14.497255876566223, 16.98204754973314, 19.93475897064154, 18.17814582912543, 10.92896174863388, 23.6457437661221, 16.697024893746207, 14.25371614742415, 14.513788098693757, 20.196191575302944, 16.875602700096433, 19.519697148941205, 17.742730409068507, 14.889009204114782, 12.165450121654501, 17.24633515377982, 22.991809167983906, 14.49575481466142, 16.814797021378812, 16.826923076923077, 19.0885230255309, 16.564861786934465, 14.519809168222361, 19.163971733141693, 16.46090534979424, 14.527342533983605, 16.839066634592253, 16.82085786375105, 16.682554814108673, 16.720410844380748, 14.29081814933905, 14.098406880022557, 20.607934054611025]",,,,,2015-09-28,3,0,All Weather Track,MG,,,25,44,,,,,7,0,+1,ST,29,Fung Kok Po,23.6457437661221,,,7,23.6457437661221,,,,4,10.92896174863388,B/H,0,"[('20130112_348', (119, 12)), ('20130407_609', (118, 4)), ('20120512_676', (126, 3)), ('20130908_026', (118, 3)), ('20130511_652', (119, 10)), ('20150221_455', (130, 12)), ('20150705_010', (124, 13)), ('20120429_613', (127, 1)), ('20141015_149', (120, 13)), ('20140917_092', (131, 9)), ('20111217_575', (124, 6)), ('20141109_222', (116, 10)), ('20140611_015', (115, 2)), ('20110701_021', (129, 10)), ('20131201_283', (128, 6)), ('20150104_411', (127, 10)), ('20150311_753', (126, 12)), ('20130529_702', (118, 12)), ('20121125_265', (120, 4)), ('20140421_620', (130, 8)), ('20121028_191', (117, 7)), ('20121222_314', (123, 7)), ('20111127_249', (128, 6)), ('20130915_063', (119, 7)), ('20131006_126', (121, 1)), ('20141207_290', (117, 10)), ('20140223_500', (129, 2)), ('20120908_071', (133, 9)), ('20120708_006', (106, 1)), ('20120609_719', (133, 5)), ('20130616_756', (117, 2)), ('20130320_513', (115, 8)), ('20130707_009', (118, 10)), ('20120624_748', (113, 6)), ('20110918_073', (133, 2)), ('20111009_193', (128, 4)), ('20130127_475', (121, 1)), ('20150906_061', (121, 7)), ('20140126_425', (129, 6)), ('20140510_702', (115, 12)), ('20121006_128', (120, 5)), ('20131030_211', (118, 2)), ('20140323_573', (127, 1)), ('20131229_356', (128, 7))]",,0,,,,,,,,10.92896174863388, Good,SMILING WATCH,,,5,"7>(63d),13>(116d),12>(18d),12>(48d),10>(28d),10>(28d),10>(25d),13>(28d),9>(98d),2>(32d),12>(19d),8>(29d),1>(28d),2>(28d),6>(28d),7>(28d),6>(32d),2>(24d),1>(21d),7>(7d),3>(63d),10>(21d),2>(18d),12>(18d),10>(34d),4>(18d),8>(52d),1>(15d),12>(21d),7>(27d),4>(28d),7>(22d),5>(28d),9>(62d),1>(14d),6>(15d),5>(28d),3>(13d),1>(134d),6>(20d),6>(49d),4>(21d),2>(79d)","[16.49387370405278, 19.796040791841634, 13.226263580538498, 14.328358208955224, 16.60126773317235, 14.497255876566223, 16.98204754973314, 19.93475897064154, 18.17814582912543, 10.92896174863388, 23.6457437661221, 16.697024893746207, 14.25371614742415, 14.513788098693757, 20.196191575302944, 16.875602700096433, 19.519697148941205, 17.742730409068507, 14.889009204114782, 12.165450121654501, 17.24633515377982, 22.991809167983906, 14.49575481466142, 16.814797021378812, 16.826923076923077, 19.0885230255309, 16.564861786934465, 19.163971733141693, 16.46090534979424]",,,MKL,0,2015-09-28 08:05:00,,"[6, 29, 8, 42, 38, 14, 3, 16, 27, 23, 31, 36, 17, 7, 12, 44, 1, 25, 40, 35, 5, 18, 9, 13, 32, 43, 15, 2, 37, 22, 20, 11, 28, 34, 10, 30, 33, 19, 21, 26, 24, 39, 41, 4]","[63, 116, 18, 48, 28, 28, 25, 28, 98, 32, 19, 29, 28, 28, 28, 28, 32, 24, 21, 7, 63, 21, 18, 18, 34, 18, 52, 15, 21, 27, 28, 22, 28, 62, 14, 15, 28, 13, 134, 20, 49, 21, 79]",,0,,29.545454545454547
"[58.0, 99.0, 99.0]",T285,,,5<14<11<9<11,,"[20.184544405997695, 16.491930733890918, 14.442171139728005, 17.050298380221655]",,,,,2015-09-28,3,0,All Weather Track,CML,,,25,4,,,,,10,0,1,ST,3,Mr & Mrs Baffin Wong Yu Kwan,20.184544405997695,,,7,17.050298380221655,,,,0,14.442171139728005,P-/H/B1,0,"[('20150614_010', (116, 14)), ('20150516_648', (119, 9)), ('20150906_061', (116, 5)), ('20150527_695', (119, 11))]",,0,,,,,,,,14.442171139728005, Good,HURRICANE KID,,,0,"5>(84d),14>(18d),11>(11d)","[16.491930733890918, 14.442171139728005, 17.050298380221655]",,,FC,0,2015-09-28 08:05:00,,"[1, 3, 4, 2]","[84, 18, 11]",,0,,-100.0
"[25.0, 62.0]",T300,,,4<10,,[17.308524448290783],,,,,2015-09-28,3,0,All Weather Track,RN,,,15,1,,,,,3,0,1,ST,0,Lincoln Ling & Fione Yip Sze Pui,17.308524448290783,,,7,,,,,0,,H1,0,"[('20150916_061', (123, 4))]",,0,,,,,,,,17.308524448290783, Good,FUNNY BUDDIES,,,0,,,,,HAD,0,2015-09-28 08:05:00,,[1],,,0,,-100.0
"[1.8, 5.5, 5.7]",S191,,,2<1<1<3<5<9,,"[17.485064840448786, 17.36111111111111, 17.577266735022704, 17.32851985559567, 14.558159848595139]",,,,,2015-09-28,3,0,All Weather Track,PZ,,,18,5,,,,,1,0,1,ST,4,Perpetual Friends Syndicate,17.577266735022704,,,7,17.577266735022704,,,,2,14.558159848595139,TT,0,"[('20150527_716', (118, 1)), ('20150325_650', (123, 3)), ('20150913_061', (127, 2)), ('20150311_489', (121, 5)), ('20150621_025', (120, 1))]",,0,,,,,,,,14.558159848595139, Good,PERPETUAL TREASURE,,,2,"2>(84d),1>(25d),1>(63d),3>(14d)","[17.36111111111111, 17.577266735022704, 17.32851985559567, 14.558159848595139]",,,YTP,0,2015-09-28 08:05:00,,"[2, 3, 1, 4, 5]","[84, 25, 63, 14]",,0,,123.99999999999997
"[17.0, 35.0, 27.0]",T059,,,8<6<6<6<13,,"[17.094017094017094, 17.214173002438677, 17.196904557179707, 17.23147616312464]",,,,,2015-09-28,3,0,A,SCC,,,18,4,G,,,,12,0,+1,ST,3,Chan Hon Ming & Anthony So Hung Gun,17.23147616312464,,,8,17.23147616312464,,,,0,17.196904557179707,B/E,0,"[('20150913_062', (119, 8)), ('20150329_680', (123, 6)), ('20150607_733', (122, 6)), ('20150627_026', (120, 6))]",,0,,,,,,,,17.094017094017094, 1200,CAREFREE LET GO,,,0,"8>(78d),6>(20d),6>(70d)","[17.214173002438677, 17.196904557179707, 17.23147616312464]",,,YTP,0,2015-09-28 08:35:00,,"[4, 2, 3, 1]","[78, 20, 70]",,0,,-100.0
"[9.1, 99.0, 94.0]",T190,,,4<4<7<12<11<10<9<14,14.297969688304262,"[17.24137931034483, 17.187052420509882, 14.297969688304262, 24.08394976776191, 14.414414414414415, 19.76284584980237, 16.845144988569366]",,,,,2015-09-28,3,0,A,HCY,,,25,7,G,,,,10,0,+1,ST,6,Ricky Cheng Wai Tao,24.08394976776191,,,8,24.08394976776191,,,,0,14.297969688304262,H/P,0,"[('20150201_449', (129, 9)), ('20150429_745', (125, 7)), ('20150701_009', (122, 4)), ('20150407_576', (126, 12)), ('20150321_518', (129, 11)), ('20150308_483', (130, 10)), ('20150906_062', (116, 4))]",,0,,,,,,,,14.297969688304262, 1200,INVINCIBLE FRESH,,,0,"4>(67d),4>(63d),7>(22d),12>(17d),11>(13d),10>(35d)","[17.187052420509882, 14.297969688304262, 24.08394976776191, 14.414414414414415, 19.76284584980237, 16.845144988569366]",,,FC,0,2015-09-28 08:35:00,,"[3, 4, 7, 1, 6, 2, 5]","[67, 63, 22, 17, 13, 35]",,1,14.297969688304262,-100.0
"[99.0, 99.0, 99.0]",T271,,,13<12<9,,"[19.76284584980237, 14.49625513409036]",,,,,2015-09-28,3,0,A,TON,,,96,2,G,,,,9,0,+1,ST,1,Li Ning,19.76284584980237,,,8,14.49625513409036,,,,0,14.49625513409036,,0,"[('20150531_732', (123, 12)), ('20150627_062', (122, 13))]",,0,,,,,,,,14.49625513409036, 1200,LIUZHOU WARRIOR,,,0,13>(27d),[14.49625513409036],,,SWY,0,2015-09-28 08:35:00,,"[1, 2]",[27],,1,,-100.0
"[27.0, 92.0, 99.0]",P351,,,5<9<7<12<12<12<14<3<12<5<2<1<7<7<6<3<4<3<1<3<10<2<3<2<10<6,16.790597265531304,"[20.060180541624874, 11.894849530153445, 20.84056964223689, 16.472203157172274, 23.4641638225256, 15.69396763119176, 12.409513960703205, 19.858156028368793, 14.499758337361044, 17.283594987757454, 17.268671751331127, 17.17967072297781, 19.866609904924083, 16.790597265531304, 16.961473225102978, 16.99441612041758, 14.610982588579082, 19.988577955454023, 14.6484375, 16.804369135975353, 16.982734220209455, 17.113519680547633, 17.08914839077186, 17.152658662092627, 14.037057832678272]",,,,,2015-09-28,3,0,A,WJH,,,12,25,G,,,,11,0,1,ST,24,Mr & Mrs Desmond Wong Shung Yiu,23.4641638225256,,,8,23.4641638225256,,,,2,11.894849530153445,SR/TT,0,"[('20130911_089', (119, 10)), ('20150429_660', (121, 12)), ('20141005_232', (127, 7)), ('20150919_062', (118, 5)), ('20140914_059', (126, 7)), ('20140413_618', (114, 3)), ('20131221_348', (121, 2)), ('20150301_464', (130, 3)), ('20140615_730', (128, 3)), ('20150101_345', (122, 2)), ('20140406_555', (123, 1)), ('20131124_264', (121, 3)), ('20140510_711', (127, 4)), ('20150419_578', (126, 12)), ('20141210_281', (124, 1)), ('20140212_535', (121, 3)), ('20150315_551', (132, 14)), ('20150207_426', (123, 12)), ('20140622_006', (126, 6)), ('20150531_714', (125, 12)), ('20131016_185', (120, 2)), ('20150125_379', (127, 5)), ('20150708_043', (121, 9)), ('20150621_763', (126, 7)), ('20140122_397', (120, 10))]",,0,,,,,,,,11.894849530153445, 1200,OVETT,,,2,"5>(73d),9>(17d),7>(21d),12>(32d),12>(10d),12>(35d),14>(14d),3>(22d),12>(13d),5>(24d),2>(22d),1>(66d),7>(21d),7>(84d),6>(7d),3>(36d),4>(27d),3>(7d),1>(53d),3>(21d),10>(32d),2>(27d),3>(39d),2>(35d)","[11.894849530153445, 20.84056964223689, 16.472203157172274, 23.4641638225256, 15.69396763119176, 12.409513960703205, 19.858156028368793, 14.499758337361044, 17.283594987757454, 17.268671751331127, 17.17967072297781, 19.866609904924083, 16.790597265531304, 16.961473225102978, 16.99441612041758, 14.610982588579082, 19.988577955454023, 14.6484375, 16.804369135975353, 16.982734220209455, 17.113519680547633, 17.08914839077186, 17.152658662092627, 14.037057832678272]",,,MA,0,2015-09-28 08:35:00,,"[3, 25, 2, 18, 1, 19, 24, 6, 22, 7, 8, 9, 5, 17, 15, 13, 21, 4, 20, 16, 14, 11, 12, 10, 23]","[73, 17, 21, 32, 10, 35, 14, 22, 13, 24, 22, 66, 21, 84, 7, 36, 27, 7, 53, 21, 32, 27, 39, 35]",,7,23.4641638225256,-12.0
"[99.0, 99.0]",T158,,,12<14,,[14.124293785310735],,,,,2015-09-28,3,0,A,MG,,,96,1,G,,,,7,0,*1,ST,0,"Jason Tsang Chiu Wing, Zeroone Dick Ling Kwok Lung & Ferry Ling Kwok Lun",14.124293785310735,,,8,,,,,0,,,0,"[('20150627_062', (121, 12))]",,0,,,,,,,,14.124293785310735, 1200,DANEHILL SILENCE,,,0,,,,,MKL,0,2015-09-28 08:35:00,,[1],,,0,,-100.0
"[6.3, 99.0]",T382,,,3<3,,[17.27364329926587],,,,,2015-09-28,3,0,A,MOJ,,,81,1,G,,,,6,0,+1,ST,0,Financial Combination Syndicate,17.27364329926587,,,8,,,,,0,,,0,"[('20150712_062', (122, 3))]",,0,,,,,,,,17.27364329926587, 1200,SUPER FLUKE,,,0,,,,,CD,0,2015-09-28 08:35:00,,[1],,,0,,-100.0
"[7.9, 27.0, 56.0]",P267,,,6<4<8<10<5<9<9<4<4<11<2<2<9<10<3<1<7<7<2<3<1<8<11<6,,"[17.291066282420747, 23.672883787661405, 12.065151819827067, 23.354564755838638, 11.818002757533977, 17.27364329926587, 17.293558149589277, 17.44693224774644, 17.381228273464657, 17.515691139979563, 17.497812773403325, 17.233950883239984, 17.040613462084636, 17.25625539257981, 17.462165308498253, 17.33603004911875, 17.069701280227598, 17.19444046424989, 17.441860465116278, 17.293558149589277, 20.23121387283237, 16.742406122937094, 14.390214654035256]",,,,,2015-09-28,3,0,All Weather Track,CKK,,,18,23,,,,,4,0,1,ST,19,"Chan Cheung Hi, Lam Suet Wan & Tsoi Huk Yam",23.672883787661405,,,7,23.672883787661405,,,,2,11.818002757533977,B,0,"[('20150412_685', (129, 10)), ('20130616_740', (120, 8)), ('20140208_460', (126, 1)), ('20150610_754', (128, 8)), ('20140611_738', (133, 2)), ('20131201_283', (124, 7)), ('20140326_572', (128, 10)), ('20140421_700', (113, 9)), ('20131030_208', (125, 2)), ('20150308_532', (131, 5)), ('20141207_290', (120, 4)), ('20131229_387', (127, 7)), ('20141008_138', (120, 11)), ('20150705_025', (126, 4)), ('20140309_505', (127, 3)), ('20150207_446', (133, 9)), ('20131016_123', (118, 3)), ('20150104_378', (131, 9)), ('20130511_700', (120, 11)), ('20141102_222', (115, 4)), ('20140625_074', (133, 2)), ('20150913_061', (125, 6)), ('20130701_088', (117, 1))]",,0,,,,,,,,11.818002757533977, Good,TURIN PEARL,,,2,"6>(70d),4>(25d),8>(59d),10>(35d),5>(29d),9>(34d),9>(28d),4>(35d),4>(25d),11>(105d),2>(14d),2>(51d),9>(26d),10>(17d),3>(29d),1>(41d),7>(28d),7>(32d),2>(14d),3>(107d),1>(15d),8>(36d)","[23.672883787661405, 12.065151819827067, 23.354564755838638, 11.818002757533977, 17.27364329926587, 17.293558149589277, 17.515691139979563, 17.497812773403325, 17.233950883239984, 17.25625539257981, 17.462165308498253, 17.33603004911875, 17.069701280227598, 17.19444046424989, 17.441860465116278, 17.293558149589277, 20.23121387283237, 16.742406122937094, 14.390214654035256]",,,GR,0,2015-09-28 08:05:00,,"[13, 1, 22, 2, 23, 14, 11, 7, 9, 4, 5, 16, 19, 15, 6, 10, 18, 17, 8, 11, 3, 20, 21]","[70, 25, 59, 35, 29, 34, 28, 35, 25, 105, 14, 51, 26, 17, 29, 41, 28, 32, 14, 107, 15, 36]",,0,,-61.30434782608696
"[4.7, 3.9, 8.5]",S014,,,1<6<2<3<2<2<5<2<2<3<3<5<2<7<7<3<8<4<11<5<7<1<7<5<3<0<3<1,16.75041876046901,"[17.296050735082158, 16.785564414603442, 17.308524448290783, 17.308524448290783, 17.291066282420747, 17.057569296375267, 14.293882218410522, 21.253985122210413, 17.22652885443583, 17.08914839077186, 17.27613014684711, 16.877637130801688, 17.233950883239984, 19.940179461615156, 14.449127031908489, 17.184591149935557, 17.035775127768314, 17.02852277564921, 16.75041876046901, 17.214173002438677, 17.011624610150268, 19.78518937252685, 16.69250029808036, 16.849199663016005, 14.38331535418914, 17.00921332388377]",,,,,2015-09-28,3,0,A,CAN,,,102,27,G,,,,8,1,*1,ST,13,Ho Sau Ki,21.253985122210413,,,8,21.253985122210413,,,,0,14.293882218410522,B/TT,0,"[('20141210_270', (114, 2)), ('20150125_464', (117, 2)), ('20131006_110', (124, 3)), ('20140914_051', (133, 2)), ('20131027_149', (128, 0)), ('20140212_434', (131, 7)), ('20131221_301', (129, 5)), ('20140126_393', (131, 1)), ('20140601_723', (114, 3)), ('20141001_096', (133, 5)), ('20141228_308', (115, 2)), ('20140430_635', (118, 4)), ('20150329_588', (121, 3)), ('20140517_673', (116, 8)), ('20141115_232', (133, 3)), ('20150621_062', (125, 1)), ('20150110_341', (118, 5)), ('20131109_258', (129, 3)), ('20150315_499', (121, 2)), ('20141019_161', (133, 3)), ('20140226_554', (110, 5)), ('20140105_354', (131, 7)), ('20150607_714', (123, 6)), ('20140413_590', (120, 11)), ('20140622_765', (133, 7)), ('20140706_004', (128, 7)), ('20150503_680', (119, 2))]",,0,,,,,,,,14.293882218410522, 1200,LUCKY DAY,,,3,"1>(14d),6>(35d),2>(35d),3>(14d),2>(49d),2>(15d),5>(13d),2>(18d),2>(25d),3>(27d),3>(18d),5>(17d),2>(70d),7>(14d),7>(21d),3>(15d),8>(17d),4>(17d),11>(46d),5>(14d),7>(17d),1>(21d),7>(15d),5>(42d),3>(13d)","[16.785564414603442, 17.308524448290783, 17.308524448290783, 17.291066282420747, 17.057569296375267, 14.293882218410522, 21.253985122210413, 17.22652885443583, 17.184591149935557, 17.035775127768314, 17.02852277564921, 16.75041876046901, 17.214173002438677]",,,CAS,0,2015-09-28 08:35:00,,"[6, 21, 4, 4, 7, 14, 26, 1, 10, 13, 8, 19, 9, 2, 24, 12, 15, 16, 22, 11, 17, 3, 23, 20, 25, 18]","[14, 35, 35, 14, 49, 15, 13, 18, 25, 27, 18, 17, 70, 14, 21, 15, 17, 17, 46, 14, 17, 21, 15, 42, 13, 21]",,9,21.253985122210413,-7.037037037037032
