l3odds,horsecode,jockey_id,todaysrating,all_runs,min_surf,avg_spds,timelist,isMaiden,race_id,mean_surf,racedate,raceclass,previouswins_d,racesurface,jockeycode,marginsbehindleader,max_d,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,horsenumber,previouswins_surf,priority,racecoursecode,previousruns_cl,ownername,max_car,min_d,trackvariant,racenumber,max_cl,runners_list,owner_id,prev_avg_spds_d,previouswins_cl,min_cl,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,mean_cl,jtohweights_h,raceday_id,lastwonat,trainername,min_car,racedistance,horsename,horse_url,previous_rp_aggs,previouswins_car,places_daysoff,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,utcracetime,mean_d,ranked_avgspds,dayssincelastrun_h,mean_car,previousruns_surf,max_surf,career_roi
"[15.0, 6.8, 11.0]",N432,,,10<5<5<4<8<7<1<3<4<5<3<4<4<3<4<2<9<2<3<6<1<5<1<12<7<9<8<0<10<7<5<8<9,16.577856719952635,"[16.835016835016837, 16.43426294820717, 16.336633663366335, 16.388557806912992, 16.736401673640167, 16.786570743405274, 17.0316301703163, 17.04822211397954, 16.780283167278448, 16.77676418160847, 16.98204754973314, 16.94710083524997, 16.949152542372882, 16.82085786375105, 16.812777711060406, 16.577856719952635, 16.67857993805099, 16.843118383060634, 16.873568759792697, 16.499705362404242, 16.902088615236025, 16.804369135975353, 17.052721330112263, 16.53575857792476, 16.88374336710082, 16.928657799274486, 16.89427002674926, 16.835016835016834, 16.823216038132625, 16.861036953772658, 16.741071428571427, 16.62280094195872]",,,,,2015-10-01,4,0,A+3,SCC,,,92,33,G,,,,8,0,1,ST,27,Nicola Chu Ming Nga,17.052721330112263,,,5,17.04822211397954,,,,1,16.336633663366335,B/TT,0,"[('20121219_252', (124, 5)), ('20150603_664', (125, 5)), ('20140105_301', (116, 3)), ('20141130_196', (120, 3)), ('20141012_080', (120, 3)), ('20140706_765', (120, 4)), ('20121118_166', (128, 9)), ('20140421_567', (118, 9)), ('20140517_634', (120, 4)), ('20130306_438', (117, 0)), ('20141102_135', (121, 5)), ('20141228_267', (120, 1)), ('20150701_740', (125, 10)), ('20130123_335', (122, 7)), ('20130529_649', (117, 8)), ('20130206_371', (121, 10)), ('20150506_592', (124, 5)), ('20140608_687', (121, 3)), ('20121202_203', (126, 8)), ('20150415_537', (125, 4)), ('20130707_752', (130, 12)), ('20150221_405', (126, 8)), ('20150201_357', (125, 7)), ('20130608_678', (115, 9)), ('20131215_244', (118, 6)), ('20140504_595', (119, 2)), ('20140927_042', (122, 4)), ('20130612_689', (112, 7)), ('20131009_065', (132, 5)), ('20141115_162', (121, 4)), ('20130908_001', (125, 1)), ('20131109_147', (130, 1)), ('20140202_366', (118, 2))]",,0,,,,,,,,16.336633663366335, 1400,AMAZING ALWAYS,,,3,"10>(28d),5>(28d),5>(21d),4>(53d),8>(20d),7>(35d),1>(28d),3>(15d),4>(13d),5>(21d),3>(15d),4>(83d),4>(28d),3>(22d),4>(13d),2>(13d),9>(78d),2>(28d),3>(21d),6>(36d),1>(31d),5>(31d),1>(63d),12>(25d),7>(4d),9>(10d),8>(84d),10>(14d),7>(35d),5>(17d),8>(14d)","[16.835016835016837, 16.43426294820717, 16.336633663366335, 16.388557806912992, 16.736401673640167, 16.786570743405274, 17.0316301703163, 17.04822211397954, 16.780283167278448, 16.77676418160847, 16.98204754973314, 16.94710083524997, 16.949152542372882, 16.82085786375105, 16.812777711060406, 16.577856719952635, 16.67857993805099, 16.843118383060634, 16.873568759792697, 16.499705362404242, 16.88374336710082, 16.928657799274486, 16.89427002674926, 16.835016835016834, 16.823216038132625, 16.861036953772658, 16.741071428571427]",,,FD,0,2015-10-01 07:00:00,,"[14, 30, 32, 31, 24, 20, 3, 2, 21, 22, 4, 6, 5, 17, 18, 27, 25, 13, 11, 29, 8, 19, 1, 28, 10, 7, 9, 15, 16, 12, 23, 26]","[28, 28, 21, 53, 20, 35, 28, 15, 13, 21, 15, 83, 28, 22, 13, 13, 78, 28, 21, 36, 31, 31, 63, 25, 4, 10, 84, 28, 14, 35, 17, 14]",,3,16.98204754973314,42.42424242424242
"[37.0, 99.0]",T215,,,3<12,,"[16.902088615236025, 16.96592676374947]",,,,,2015-10-01,4,0,A+3,PZ,,,12,2,G,,,,6,0,1,ST,2,Sammy Chan Cheong Yuk,16.96592676374947,,,5,16.96592676374947,,,,0,16.902088615236025,TT,0,"[('20150919_039', (125, 3)), ('20150906_005', (125, 12))]",,0,,,,,,,,16.902088615236025, 1400,FLORAL SPUR,,,0,3>(13d),"[16.902088615236025, 16.96592676374947]",,,SCS,0,2015-10-01 07:00:00,,"[2, 1]",[13],,0,,-100.0
"[24.0, 42.0, 99.0]",P173,,,9<6<10<12<14<6<6<12<11<7<4<2<0<5<4<4<3<7<5<5<5<13<0<11<1<3<9,16.770483948251076,"[16.60795168595873, 16.504951485445634, 17.062420019906156, 16.802688430148827, 16.770483948251076, 17.326017903551833, 17.19936935645693, 16.766801732569515, 16.78858376304113, 16.32370399683419, 16.80874054508344, 16.85325628987601, 16.68752607425949, 16.986168405726765, 17.023346303501945, 16.92661105065893, 17.041996348143638, 16.786570743405274, 16.800672026881074, 16.932752781809384, 16.547729858310063, 16.786570743405274, 16.979987871437235, 16.84717208182912, 16.822879115597214]",,,,,2015-10-01,4,0,A+3,WD,,,102,27,G,,,,5,0,+1,ST,2,Mr & Mrs Simon Suen Siu Man,17.326017903551833,,,5,16.60795168595873,,,,0,16.504951485445634,B/TT,0,"[('20140427_578', (133, 4)), ('20150503_588', (114, 10)), ('20141210_231', (133, 7)), ('20130511_610', (132, 1)), ('20140622_730', (131, 0)), ('20150308_446', (124, 6)), ('20131124_192', (116, 0)), ('20131208_226', (118, 13)), ('20150301_429', (125, 6)), ('20150621_711', (133, 9)), ('20140316_476', (133, 3)), ('20140223_426', (117, 7)), ('20150104_291', (131, 11)), ('20140202_370', (133, 5)), ('20130317_470', (131, 9)), ('20150419_552', (121, 12)), ('20150527_646', (133, 6)), ('20140119_341', (128, 5)), ('20130420_553', (128, 3)), ('20150329_501', (124, 14)), ('20140413_555', (128, 4)), ('20150128_351', (123, 12)), ('20131109_155', (129, 11)), ('20131229_284', (113, 5)), ('20140601_672', (133, 5)), ('20141005_059', (133, 4)), ('20140701_758', (133, 2))]",,0,,,,,,,,16.32370399683419, 1400,GALLANT TRIUMPH,,,1,"9>(25d),6>(24d),10>(14d),12>(21d),14>(21d),6>(7d),6>(32d),12>(24d),11>(25d),7>(66d),4>(96d),2>(9d),5>(35d),4>(14d),4>(28d),3>(21d),7>(21d),5>(14d),5>(21d),5>(21d),13>(14d),11>(182d),1>(21d),3>(34d)","[16.60795168595873, 16.504951485445634]",,,CCW,0,2015-10-01 07:00:00,,"[22, 24, 3, 14, 19, 1, 2, 20, 16, 25, 13, 10, 21, 6, 5, 9, 4, 17, 15, 8, 23, 17, 7, 11, 12]","[25, 24, 14, 21, 21, 7, 32, 24, 25, 66, 96, 9, 21, 35, 14, 28, 21, 21, 14, 21, 21, 14, 15, 182, 21, 34]",,6,17.062420019906156,-82.5925925925926
"[4.7, 10.0, 10.0]",S241,,,2<3<7<4<5<3<4<2<4<4<6<5<1<9<6<2,16.77676418160847,"[16.91842900302115, 17.013002794993316, 16.6631951676734, 16.77676418160847, 16.778523489932887, 16.67460695569319, 17.030939540164635, 16.999575010624735, 17.057569296375267, 17.280110592707793, 16.970725498515062, 16.85122773230621, 17.101325352714834, 16.828945786753216, 16.77651288196525, 16.944365998305564]",,,,,2015-10-01,4,0,A+3,CKK,,,18,16,G,,,,4,0,+1,ST,16,Sinita Lau Ho Ching,17.280110592707793,,,5,17.280110592707793,,,,1,16.6631951676734,H/V/TT,0,"[('20140921_020', (122, 1)), ('20150712_773', (119, 3)), ('20140608_687', (127, 6)), ('20141228_266', (129, 6)), ('20141026_115', (128, 5)), ('20150426_562', (131, 3)), ('20150315_460', (127, 2)), ('20150913_023', (117, 2)), ('20150329_497', (129, 4)), ('20150201_356', (128, 4)), ('20150221_401', (129, 4)), ('20150627_730', (131, 7)), ('20150607_676', (130, 4)), ('20140504_594', (125, 2)), ('20140706_765', (126, 9)), ('20150524_638', (131, 5))]",,0,,,,,,,,16.6631951676734, 1400,UNIQUE JOYFUL,,,1,"2>(63d),3>(15d),7>(20d),4>(14d),5>(28d),3>(28d),4>(14d),2>(22d),4>(20d),4>(35d),6>(63d),5>(35d),1>(77d),9>(28d),6>(35d)","[16.91842900302115, 17.013002794993316, 16.6631951676734, 16.77676418160847, 16.778523489932887, 16.67460695569319, 17.030939540164635, 16.999575010624735, 17.057569296375267, 17.280110592707793, 16.970725498515062, 16.85122773230621, 17.101325352714834, 16.828945786753216, 16.77651288196525, 16.944365998305564]",,,LKW,0,2015-10-01 07:00:00,,"[9, 5, 16, 13, 12, 15, 4, 6, 3, 1, 7, 10, 2, 11, 14, 8]","[63, 15, 20, 14, 28, 28, 14, 22, 20, 35, 63, 35, 77, 28, 35]",,4,17.057569296375267,-37.5
"[18.0, 87.0, 99.0]",S349,,,9<9<12<9<6<10<10<6<14<13<7<11<10<14<6,,"[16.896648831315122, 17.14775650185767, 16.524787180771156, 17.24137931034483, 16.951546828648112, 16.987542468856173, 16.23536357374791, 16.949152542372882, 15.996122152205524, 16.600954554886908, 17.079419299743808, 17.23246596587972, 16.130609052693323, 16.895969104513636, 17.08358755338621]",,,,,2015-10-01,4,0,A+3,CAN,,,18,15,G,,,,3,0,1,ST,1,Mr & Mrs Eddie Wong Ming Chak and Kameny Wong Kam Man,17.24137931034483,,,5,16.896648831315122,,,,0,16.896648831315122,B/TT,0,"[('20150101_282', (133, 13)), ('20140917_015', (127, 10)), ('20150712_770', (112, 9)), ('20150705_754', (111, 12)), ('20141130_203', (119, 7)), ('20150407_518', (122, 6)), ('20150513_613', (121, 10)), ('20140706_768', (116, 14)), ('20150603_666', (120, 6)), ('20150422_559', (125, 10)), ('20150621_716', (120, 9)), ('20150913_024', (125, 9)), ('20140615_712', (120, 6)), ('20141019_098', (129, 11)), ('20150215_396', (133, 14))]",,0,,,,,,,,15.996122152205524, 1400,NONE OTHER,,,0,"9>(63d),9>(7d),12>(14d),9>(18d),6>(21d),10>(21d),10>(15d),6>(51d),14>(45d),13>(32d),7>(42d),11>(32d),10>(73d),14>(21d)",[16.896648831315122],,,CAS,0,2015-10-01 07:00:00,,"[9, 3, 12, 1, 7, 6, 13, 8, 15, 11, 5, 2, 14, 10, 4]","[63, 7, 14, 18, 21, 21, 15, 51, 45, 32, 42, 32, 73, 21]",,0,,-100.0
"[9.6, 11.0, 4.8]",P295,,,3<11<1<6<2<2<3<6<6<2<3<7<3<6<5,16.877637130801688,"[17.11840228245364, 16.611295681063122, 17.023346303501945, 16.770483948251076, 16.688520681845272, 16.81075888568684, 16.877637130801688, 16.93002257336343, 16.902088615236025, 17.28110599078341, 17.23147616312464, 16.58964332266856, 16.6369578134284, 16.93958215697346, 17.094017094017094]",,,,,2015-10-01,4,0,A+3,FRA,,,25,15,G,,,,2,0,+1,ST,13,Civic Chan Sin Wik & Chu Po Yi,17.28110599078341,,,5,17.28110599078341,,,,1,16.58964332266856,BO/TT,0,"[('20150906_005', (131, 3)), ('20141220_255', (121, 6)), ('20150321_481', (123, 2)), ('20141115_161', (122, 2)), ('20150426_562', (126, 2)), ('20150516_619', (131, 6)), ('20131103_127', (122, 5)), ('20131201_201', (118, 6)), ('20150221_405', (123, 3)), ('20141012_078', (120, 3)), ('20140208_384', (127, 3)), ('20150118_319', (125, 6)), ('20150614_693', (131, 11)), ('20140316_474', (128, 7)), ('20150531_657', (128, 1))]",,0,,,,,,,,16.58964332266856, 1400,AH BO,,,1,"3>(84d),11>(14d),1>(15d),6>(20d),2>(36d),2>(28d),3>(34d),6>(29d),6>(35d),2>(34d),3>(210d),7>(36d),3>(69d),6>(28d)","[17.11840228245364, 16.611295681063122, 17.023346303501945, 16.770483948251076, 16.688520681845272, 16.81075888568684, 16.877637130801688, 16.93002257336343, 16.902088615236025, 17.28110599078341, 17.23147616312464, 16.58964332266856, 16.6369578134284]",,,MA,0,2015-10-01 07:00:00,,"[3, 14, 5, 11, 12, 10, 9, 7, 8, 1, 2, 15, 13, 6, 4]","[84, 14, 15, 20, 36, 28, 34, 29, 35, 34, 210, 36, 69, 28]",,4,17.23147616312464,-68.0
"[6.5, 6.7, 99.0]",N309,,,4<10<3<11<8<7<6<13<4<10<11<4<10<5<10<13<6<7<2<4<1<14<6<4<5<1<1<5<5<8,16.794625719769673,"[16.82557487380819, 17.050298380221655, 17.071088891598585, 16.157461809635723, 17.04407109812515, 16.877637130801688, 16.869502349680687, 16.794625719769673, 17.13796058269066, 16.778523489932887, 17.28110599078341, 17.038193951441144, 17.13796058269066, 16.99235344095157, 17.02852277564921, 16.568047337278106, 17.364125716270184, 17.133066818960593, 17.26618705035971, 16.975870013338184, 17.219113215669395, 16.366612111292962, 17.115960633290545, 17.018862572684725, 16.942998910807212, 17.10654936461388, 16.887816646562122, 17.023691303731027, 17.433751743375176, 17.004392801473717]",,,,,2015-10-01,4,0,A+3,MOJ,,,22,30,G,,,,1,0,+1,ST,2,Wu Kai Char & Wu Wai Chor,17.433751743375176,,,5,17.050298380221655,,,,0,16.82557487380819,H/B1/TT,0,"[('20140525_650', (129, 4)), ('20150315_466', (122, 6)), ('20140126_360', (118, 7)), ('20130626_729', (128, 6)), ('20131218_256', (121, 2)), ('20130127_350', (121, 1)), ('20140625_737', (127, 10)), ('20131124_192', (121, 4)), ('20150712_776', (113, 3)), ('20150624_723', (115, 11)), ('20141220_260', (124, 13)), ('20141029_126', (124, 4)), ('20150909_012', (123, 4)), ('20140618_720', (119, 11)), ('20130505_589', (133, 5)), ('20140430_588', (131, 10)), ('20140330_515', (118, 5)), ('20140205_372', (120, 6)), ('20120701_730', (120, 8)), ('20140309_463', (128, 13)), ('20130317_470', (130, 1)), ('20130707_756', (133, 14)), ('20131027_114', (131, 1)), ('20121104_137', (123, 5)), ('20130605_672', (126, 4)), ('20150607_674', (122, 8)), ('20150906_005', (133, 10)), ('20150426_566', (111, 7)), ('20140319_489', (115, 10)), ('20121222_266', (125, 5))]",,0,,,,,,,,16.157461809635723, 1400,METALLIC STAR,,,3,"4>(3d),10>(56d),3>(18d),11>(17d),8>(42d),7>(42d),6>(85d),13>(52d),4>(126d),10>(7d),11>(24d),4>(25d),10>(31d),5>(11d),10>(10d),13>(32d),6>(10d),7>(39d),2>(24d),4>(28d),1>(112d),14>(11d),6>(21d),4>(31d),5>(49d),1>(49d),1>(36d),5>(48d),5>(126d)","[16.82557487380819, 17.050298380221655]",,,YCH,0,2015-10-01 07:00:00,,"[25, 12, 11, 30, 13, 23, 24, 26, 6, 27, 3, 14, 6, 19, 15, 28, 2, 8, 4, 20, 5, 29, 9, 17, 21, 10, 22, 16, 1, 18]","[3, 56, 18, 17, 42, 42, 85, 52, 126, 7, 24, 25, 31, 11, 10, 32, 10, 39, 24, 28, 112, 11, 21, 31, 49, 49, 36, 48, 126]",,5,17.04407109812515,40.66666666666668
"[28.0, 26.0, 13.0]",N248,,,9<6<12<4<4<5<1<1<4<1<1<99<99<13<7<10<13<5<4<4<14<5<7<11<8,16.323199347072027,"[16.88297984594281, 16.73115131234968, 16.225784246238568, 16.409746394828446, 17.039922103213243, 16.813787305590584, 16.77676418160847, 16.79613688851564, 16.80672268907563, 16.800672026881074, 16.84109226512691, 16.75643327348893, 16.156953260242354, 16.297905966021336, 16.621156357592305, 16.700465227245616, 16.865437899048306, 17.155110793423873, 16.895969104513636, 16.323199347072027, 16.44398766700925, 16.75643327348893, 16.568047337278106, 16.701461377870565]",,,,,2015-10-01,3,0,A+3,STH,,,81,25,G,,,,13,1,+1,ST,6,Wong Wai Kan,17.155110793423873,,,6,17.039922103213243,,,,0,16.225784246238568,,0,"[('20131027_109', (131, 10)), ('20130324_484', (119, 14)), ('20131001_045', (132, 13)), ('20130623_716', (116, 5)), ('20141026_117', (127, 1)), ('20130302_426', (122, 5)), ('20150603_669', (116, 12)), ('20150712_774', (115, 9)), ('20131127_194', (129, 7)), ('20150701_746', (116, 6)), ('20131215_239', (126, 13)), ('20130505_583', (121, 4)), ('20130602_659', (113, 4)), ('20131218_249', (127, 99)), ('20140608_685', (124, 1)), ('20141001_052', (120, 1)), ('20141130_202', (117, 5)), ('20140914_007', (121, 4)), ('20130212_380', (126, 7)), ('20140510_612', (123, 99)), ('20150513_615', (118, 4)), ('20121125_188', (125, 8)), ('20150407_518', (114, 4)), ('20140701_752', (131, 1)), ('20121222_263', (125, 11))]",,0,,,,,,,,16.156953260242354, 1200,HIT A HOME RUN,,,4,"9>(11d),6>(28d),12>(21d),4>(36d),4>(128d),5>(35d),1>(25d),1>(17d),4>(75d),1>(23d),1>(29d),99>(143d),99>(3d),13>(18d),7>(31d),10>(26d),13>(100d),5>(21d),4>(28d),4>(42d),14>(22d),5>(18d),7>(52d),11>(27d)","[16.88297984594281, 16.73115131234968, 16.225784246238568, 16.409746394828446, 17.039922103213243, 16.813787305590584]",,,HAD,0,2015-10-01 07:30:00,,"[4, 14, 23, 20, 2, 7, 11, 10, 8, 9, 6, 12, 24, 22, 17, 16, 5, 1, 3, 21, 19, 12, 18, 15]","[11, 28, 21, 36, 128, 35, 25, 17, 75, 23, 29, 143, 3, 18, 31, 26, 100, 21, 28, 42, 22, 18, 52, 27]",,5,16.895969104513636,-53.6
"[9.5, 99.0, 26.0]",S165,,,7<7<11<1<5<13<7<11<7<13<12,16.474464579901152,"[16.861036953772658, 17.103762827822123, 16.916384726921216, 17.23147616312464, 16.95633743111488, 16.474464579901152, 16.904129437333978, 16.987542468856173, 17.24137931034483, 16.62510390689942, 16.68752607425949]",,,,,2015-10-01,3,0,A+3,HCY,,,15,11,G,,,,12,0,1,ST,9,All Talent Syndicate,17.24137931034483,,,6,17.24137931034483,,,,0,16.474464579901152,,0,"[('20141109_147', (120, 13)), ('20141130_199', (120, 7)), ('20150527_647', (121, 5)), ('20141214_235', (118, 11)), ('20141019_099', (120, 12)), ('20150906_009', (107, 7)), ('20150916_035', (107, 7)), ('20150627_732', (106, 11)), ('20150610_681', (121, 1)), ('20150104_291', (114, 7)), ('20150118_327', (115, 13))]",,0,,,,,,,,16.474464579901152, 1200,GRAN BOLIVAR,,,1,"7>(10d),7>(71d),11>(17d),1>(14d),5>(129d),13>(14d),7>(21d),11>(14d),7>(21d),13>(21d)","[16.861036953772658, 17.103762827822123, 16.916384726921216, 16.474464579901152, 16.904129437333978, 16.987542468856173, 17.24137931034483, 16.62510390689942, 16.68752607425949]",,,TYS,0,2015-10-01 07:30:00,,"[8, 3, 6, 2, 5, 11, 7, 4, 1, 10, 9]","[10, 71, 17, 14, 129, 14, 21, 14, 21, 21]",,1,16.474464579901152,190.9090909090909
"[15.0, 14.0, 6.5]",S225,,,8<4<1<12<8<4<1<5<8,16.849199663016005,"[17.162471395881006, 16.901408450704224, 17.258737235725587, 16.968325791855204, 16.804369135975353, 16.732401099557787, 17.7430801987225, 17.611835153222966, 16.849199663016005]",,,,,2015-10-01,3,0,A+3,SCC,,,81,9,G,,,,10,0,+1,ST,2,James Lee Chuen Wan,17.7430801987225,,,6,17.162471395881006,,,,0,16.901408450704224,H/V,0,"[('20150712_770', (120, 8)), ('20150426_564', (132, 12)), ('20140504_594', (125, 8)), ('20140914_005', (123, 1)), ('20150621_714', (118, 4)), ('20140622_722', (125, 5)), ('20141005_062', (131, 4)), ('20150201_359', (131, 8)), ('20150524_639', (130, 1))]",,0,,,,,,,,16.732401099557787, 1200,SENSATION,,,2,"8>(21d),4>(28d),1>(28d),12>(84d),8>(119d),4>(21d),1>(84d),5>(49d)","[17.162471395881006, 16.901408450704224]",,,YTP,0,2015-10-01 07:30:00,,"[4, 6, 3, 5, 8, 9, 1, 2, 7]","[21, 28, 28, 84, 119, 21, 84, 49]",,1,16.849199663016005,138.88888888888889
"[99.0, 99.0, 99.0]",T111,,,11<9<9<10<9<13,17.002671848433323,"[16.643550624133148, 17.106200997861723, 17.002671848433323, 16.409134418159443, 16.844469399213924, 16.468650746970944]",,,,,2015-10-01,3,0,A+3,TON,,,22,6,G,,,,11,0,*1,ST,6,Mr & Mrs Chin Yiu Tong,17.106200997861723,,,6,17.106200997861723,,,,0,16.409134418159443,TT,0,"[('20150419_552', (126, 13)), ('20150520_631', (124, 10)), ('20150701_745', (119, 9)), ('20150607_679', (122, 9)), ('20150506_593', (127, 9)), ('20150909_018', (118, 11))]",,0,,,,,,,,16.409134418159443, 1200,ANIMATION MASTER,,,0,"11>(70d),9>(24d),9>(18d),10>(14d),9>(17d)","[16.643550624133148, 17.106200997861723, 17.002671848433323, 16.409134418159443, 16.844469399213924, 16.468650746970944]",,,SWY,0,2015-10-01 07:30:00,,"[4, 1, 2, 6, 3, 5]","[70, 24, 18, 14, 17]",,1,17.002671848433323,-100.0
"[8.6, 3.7, 7.9]",S415,,,1<4<9<9<12<8<4<3<5<11<10<5<2<12,17.013002794993316,"[17.27364329926587, 16.842105263157894, 16.190756549896967, 17.013002794993316, 16.766467065868262, 17.162471395881006, 17.094017094017094, 17.08914839077186, 17.040613462084636, 16.799664006719865, 16.873568759792697, 17.261219792865365, 17.263703064307293, 17.223561832586977]",,,,,2015-10-01,3,0,A+3,WJH,,,18,14,G,,,,9,0,1,ST,10,Ling Wai Sun,17.27364329926587,,,6,17.263703064307293,,,,0,16.766467065868262,,0,"[('20150311_457', (125, 3)), ('20141228_268', (126, 10)), ('20141130_199', (128, 5)), ('20141019_098', (121, 12)), ('20141109_145', (128, 2)), ('20150422_558', (123, 4)), ('20150503_588', (123, 8)), ('20150913_021', (123, 1)), ('20150909_015', (133, 4)), ('20150304_437', (123, 5)), ('20150516_624', (121, 12)), ('20150624_723', (120, 9)), ('20150114_317', (125, 11)), ('20150607_674', (121, 9))]",,0,,,,,,,,16.190756549896967, 1200,POPPING CANDY,,,1,"1>(4d),4>(77d),9>(17d),9>(22d),12>(13d),8>(11d),4>(42d),3>(7d),5>(49d),11>(17d),10>(28d),5>(21d),2>(21d)","[16.766467065868262, 17.162471395881006, 17.094017094017094, 17.08914839077186, 17.040613462084636, 16.799664006719865, 16.873568759792697, 17.261219792865365, 17.263703064307293, 17.223561832586977]",,,FC,0,2015-10-01 07:30:00,,"[1, 11, 14, 9, 13, 5, 6, 7, 8, 12, 10, 3, 2, 4]","[4, 77, 17, 22, 13, 11, 42, 7, 49, 17, 28, 21, 21]",,2,17.162471395881006,-38.57142857142858
"[99.0, 99.0, 6.9]",N419,,,10<12<11<12<9<11<6<14<13<13<9<1<2<5<2<1<8<1<1<1<3<7<5<0<10,,"[16.951546828648112, 16.827934371055953, 15.954360858634693, 16.07403799318071, 16.619183285849953, 17.002671848433323, 16.886543535620053, 16.273794259788932, 16.871535309713185, 15.816717791411044, 16.36512410219111, 16.354445435622956, 16.414643851969757, 16.22897609914429, 16.44409009368148, 16.26416954164613, 16.31240731586752, 16.364177328176137, 16.695335424466254, 16.43426294820717, 16.23057249655715, 16.89427002674926, 16.922859963333803, 16.599478302110505]",,,,,2015-10-01,3,0,A+3,PB,,,85,25,G,,,,8,0,1,ST,12,Jaffe Lau Yu,17.002671848433323,,,6,16.951546828648112,,,,3,15.954360858634693,,0,"[('20140914_010', (121, 13)), ('20150110_310', (130, 9)), ('20130619_707', (124, 1)), ('20140521_645', (122, 9)), ('20150617_707', (123, 12)), ('20141109_149', (121, 6)), ('20140507_609', (133, 1)), ('20131009_071', (123, 8)), ('20141015_092', (120, 14)), ('20130417_540', (123, 3)), ('20150215_396', (131, 12)), ('20130515_615', (122, 1)), ('20140108_314', (133, 2)), ('20130327_490', (125, 7)), ('20130710_769', (113, 1)), ('20141130_203', (119, 11)), ('20131204_219', (133, 5)), ('20130106_291', (125, 0)), ('20150513_615', (128, 11)), ('20130116_317', (126, 5)), ('20140611_702', (115, 13)), ('20131113_163', (131, 2)), ('20131020_099', (124, 1)), ('20150708_761', (120, 10)), ('20121222_263', (125, 10))]",,0,,,,,,,,15.816717791411044, 1200,FLYING ELITE,,,5,"10>(21d),12>(35d),11>(87d),12>(36d),9>(41d),11>(21d),6>(25d),14>(31d),13>(95d),13>(21d),9>(14d),1>(119d),2>(35d),5>(21d),2>(24d),1>(11d),8>(91d),1>(21d),1>(35d),1>(28d),3>(21d),7>(70d),5>(10d)","[16.951546828648112, 16.827934371055953, 15.954360858634693, 16.07403799318071, 16.619183285849953, 16.354445435622956, 16.414643851969757, 16.22897609914429, 16.44409009368148, 16.26416954164613, 16.31240731586752, 16.364177328176137]",,,YCH,0,2015-10-01 07:30:00,,"[2, 7, 23, 22, 9, 1, 5, 18, 6, 24, 14, 16, 13, 21, 11, 19, 17, 15, 8, 12, 20, 4, 3, 10]","[21, 35, 87, 36, 41, 21, 25, 31, 95, 21, 14, 119, 35, 21, 24, 11, 91, 21, 35, 28, 21, 70, 10, 15]",,1,,-14.000000000000002
"[50.0, 99.0]",T379,,,4<8,,"[16.901408450704224, 17.094017094017094]",,,,,2015-10-01,3,0,A+3,YML,,,15,2,G,,,,5,0,+1,ST,2,Simon To Chun Yuen,17.094017094017094,,,6,17.094017094017094,,,,0,16.901408450704224,TT,0,"[('20150916_035', (121, 4)), ('20150906_009', (121, 8))]",,0,,,,,,,,16.901408450704224, 1200,INVENTOR,,,0,4>(10d),"[16.901408450704224, 17.094017094017094]",,,SCS,0,2015-10-01 07:30:00,,"[2, 1]",[10],,0,,-100.0
"[99.0, 99.0, 91.0]",T289,,,10<14<11,,"[17.033356990773598, 16.968325791855204, 16.542597187758478]",,,,,2015-10-01,3,0,A+3,RN,,,18,3,G,,,,6,0,1,ST,3,Gold Mines Syndicate,17.033356990773598,,,6,17.033356990773598,,,,0,16.542597187758478,,0,"[('20150913_026', (125, 10)), ('20150701_745', (121, 14)), ('20150621_714', (124, 11))]",,0,,,,,,,,16.542597187758478, 1200,SHOWING CHARACTER,,,0,"10>(74d),14>(10d)","[17.033356990773598, 16.968325791855204, 16.542597187758478]",,,FD,0,2015-10-01 07:30:00,,"[1, 2, 3]","[74, 10]",,0,,-100.0
"[99.0, 99.0, 99.0]",T050,,,9<14<8<10<10<5<4,17.14040851306956,"[17.07455890722823, 16.110471806674337, 17.14040851306956, 16.82085786375105, 17.098888572242803, 17.169838317355843, 17.54385964912281]",,,,,2015-10-01,3,0,A+3,CKK,,,18,7,G,,,,4,0,+1,ST,5,Patricia Hui Kan Shui Wah,17.54385964912281,,,6,17.14040851306956,,,,0,16.110471806674337,B,0,"[('20150207_379', (129, 10)), ('20150121_334', (111, 5)), ('20150506_596', (133, 10)), ('20150621_715', (127, 14)), ('20150913_026', (125, 9)), ('20150607_680', (131, 8)), ('20150101_273', (114, 4))]",,0,,,,,,,,16.110471806674337, 1200,ALWAYS WIN,,,0,"9>(84d),14>(14d),8>(32d),10>(88d),10>(17d),5>(20d)","[17.07455890722823, 16.110471806674337, 17.14040851306956, 16.82085786375105, 17.098888572242803]",,,CD,0,2015-10-01 07:30:00,,"[5, 7, 3, 6, 4, 2, 1]","[84, 14, 32, 88, 17, 20]",,1,17.14040851306956,-100.0
