l3odds,horsecode,jockey_id,todaysrating,all_runs,min_surf,avg_spds,timelist,isMaiden,race_id,mean_surf,racedate,raceclass,previouswins_d,racesurface,jockeycode,marginsbehindleader,max_d,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,horsenumber,previouswins_surf,priority,racecoursecode,previousruns_cl,ownername,max_car,min_d,trackvariant,racenumber,max_cl,runners_list,owner_id,prev_avg_spds_d,previouswins_cl,min_cl,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,mean_cl,jtohweights_h,raceday_id,lastwonat,trainername,min_car,racedistance,horsename,horse_url,previous_rp_aggs,previouswins_car,places_daysoff,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,utcracetime,mean_d,ranked_avgspds,dayssincelastrun_h,mean_car,previousruns_surf,max_surf,career_roi
"[42.0, 8.3, 16.0]",P044,,,6<11<2<14<6<10<11<4<6<8<10<9<9<9<11<1<4<5<12<3<7<8<6<11<8<13<10<6<6<6<12<9<5<2,15.561174868702588,"[16.564861786934465, 16.548680702399558, 16.640473329019137, 16.260162601626014, 16.117216117216117, 16.3265306122449, 16.36810039101573, 16.186468112657817, 16.57153378751611, 16.454886187037207, 17.004737033888013, 16.773246671558862, 16.48502610129133, 16.7890870933893, 17.002671848433323, 16.72396172070984, 16.406890894175554, 15.561174868702588, 16.276703967446593, 16.70843776106934, 16.454886187037207, 16.423357664233578, 16.738152526414897, 16.239038648911986, 16.800448011946987, 16.718913270637408, 16.40838650865998, 16.299918500407497, 15.967001530170979, 16.370631087828436, 16.38896476372576, 16.06425702811245, 16.423057973394645, 16.507703595011005]",,,,,2015-10-01,3,0,A+3,CML,,,18,34,G,,,,4,0,+1,ST,11,Mr & Mrs D P Inglis,17.004737033888013,,,2,16.72396172070984,,,,1,16.117216117216117,TT,0,"[('20140608_690', (129, 4)), ('20131221_266', (120, 8)), ('20131103_136', (117, 8)), ('20140618_721', (133, 1)), ('20150315_463', (131, 11)), ('20130317_468', (126, 6)), ('20140914_010', (123, 11)), ('20150516_623', (123, 2)), ('20131208_226', (127, 6)), ('20150412_530', (126, 6)), ('20141109_149', (124, 9)), ('20130505_588', (117, 6)), ('20140406_536', (120, 12)), ('20150125_342', (133, 6)), ('20141001_056', (122, 9)), ('20131001_053', (129, 13)), ('20141130_203', (122, 10)), ('20121209_229', (123, 9)), ('20140119_342', (121, 7)), ('20131117_170', (123, 11)), ('20141210_229', (117, 8)), ('20150913_028', (123, 6)), ('20140316_481', (122, 3)), ('20121118_172', (120, 5)), ('20130526_643', (126, 6)), ('20150627_734', (124, 11)), ('20141019_101', (116, 9)), ('20150401_513', (126, 10)), ('20140504_599', (113, 5)), ('20130217_397', (126, 12)), ('20150426_565', (127, 14)), ('20121104_139', (121, 2)), ('20150221_407', (133, 4)), ('20130701_741', (132, 10))]",,0,,,,,,,,15.561174868702588, 1800,AUTUMN GOLD,,,1,"6>(78d),11>(42d),2>(20d),14>(14d),6>(11d),10>(17d),11>(22d),4>(27d),6>(46d),8>(10d),10>(21d),9>(21d),9>(18d),9>(17d),11>(88d),1>(10d),4>(35d),5>(28d),12>(21d),3>(56d),7>(29d),8>(13d),6>(21d),11>(14d),8>(33d),13>(92d),10>(36d),6>(21d),6>(49d),6>(28d),12>(70d),9>(21d),5>(14d)","[16.564861786934465, 16.548680702399558, 16.640473329019137, 16.260162601626014, 16.117216117216117, 16.3265306122449, 16.36810039101573, 16.186468112657817, 16.57153378751611, 16.72396172070984, 16.406890894175554]",,,WS,0,2015-10-01 05:30:00,,"[12, 13, 10, 28, 31, 25, 24, 30, 11, 16, 1, 5, 15, 4, 2, 7, 21, 34, 27, 9, 16, 18, 6, 29, 3, 8, 20, 26, 33, 23, 22, 32, 19, 14]","[78, 42, 20, 14, 11, 17, 22, 27, 46, 10, 21, 21, 18, 17, 88, 10, 35, 28, 21, 56, 29, 13, 21, 14, 33, 92, 36, 21, 49, 28, 70, 21, 14]",,6,16.454886187037207,-87.3529411764706
"[3.8, 14.0, 7.9]",T205,,,12<13<7<3<13<12,17.479461632581717,"[16.783216783216783, 16.806722689075627, 16.973125884016973, 17.28110599078341, 17.164435290078956, 17.479461632581717]",,,,,2015-10-01,4,0,A+3,YML,,,18,6,G,,,,11,0,+1,ST,6,Lai Yiu Keung,17.479461632581717,,,4,17.479461632581717,,,,0,16.783216783216783,B-/H1/PC1,0,"[('20150712_769', (120, 13)), ('20150531_654', (123, 13)), ('20150614_691', (122, 3)), ('20150617_701', (121, 7)), ('20150503_581', (124, 12)), ('20150913_021', (118, 12))]",,0,,,,,,,,16.783216783216783, 1200,OCTAL LUCK,,,0,"12>(63d),13>(25d),7>(3d),3>(14d),13>(28d)","[16.783216783216783, 16.806722689075627, 16.973125884016973, 17.28110599078341, 17.164435290078956, 17.479461632581717]",,,LAL,0,2015-10-01 06:30:00,,"[6, 5, 4, 2, 3, 1]","[63, 25, 3, 14, 28]",,1,17.479461632581717,-100.0
"[10.0, 11.0, 10.0]",S023,,,1<11<3<2<5<8<10<8<3<3<3<3<3<1<5<4<1<5<1<2<6<3<4,16.20482903905364,"[16.599232285506794, 16.098738932116984, 16.658954187875985, 16.577638607478356, 16.358580075249467, 16.544117647058822, 15.82392289433935, 16.083047006360115, 16.509217646519307, 16.20482903905364, 16.5730595709419, 16.23640201331385, 16.59445007836268, 16.62510390689942, 16.69449081803005, 16.990291262135923, 16.5730595709419, 16.220600162206, 16.293279022403258, 16.289961311341887, 16.814797021378812, 16.76847526649898, 16.700465227245616]",,,,,2015-10-01,3,0,A+3,PB,,,18,23,G,,,,2,0,1,ST,16,Albert Hu Si Nok,16.990291262135923,,,2,16.990291262135923,,,,2,15.82392289433935,TT,0,"[('20140223_419', (127, 6)), ('20150531_655', (117, 5)), ('20141214_234', (126, 3)), ('20150516_623', (127, 8)), ('20150412_530', (129, 8)), ('20141228_269', (121, 3)), ('20141109_148', (122, 1)), ('20140406_532', (126, 1)), ('20140111_320', (126, 3)), ('20131229_277', (123, 4)), ('20140316_475', (124, 2)), ('20141005_066', (120, 5)), ('20150315_463', (129, 3)), ('20150221_407', (129, 3)), ('20150913_028', (126, 1)), ('20150627_734', (126, 3)), ('20150708_765', (124, 11)), ('20140615_709', (133, 1)), ('20140921_028', (122, 4)), ('20140504_597', (133, 5)), ('20150506_595', (129, 10)), ('20150607_678', (126, 2)), ('20150118_325', (127, 3))]",,0,,,,,,,,15.82392289433935, 1800,INDUSTRIALIST WAY,,,4,"1>(67d),11>(11d),3>(20d),2>(7d),5>(15d),8>(10d),10>(24d),8>(28d),3>(22d),3>(34d),3>(21d),3>(14d),3>(35d),1>(35d),5>(14d),4>(98d),1>(42d),5>(28d),1>(21d),2>(21d),6>(43d),3>(13d)","[16.599232285506794, 16.098738932116984, 16.658954187875985, 16.577638607478356, 16.358580075249467, 16.544117647058822, 15.82392289433935, 16.083047006360115, 16.509217646519307, 16.20482903905364, 16.5730595709419, 16.23640201331385, 16.59445007836268, 16.62510390689942, 16.69449081803005, 16.990291262135923]",,,YCH,0,2015-10-01 05:30:00,,"[8, 21, 6, 10, 15, 13, 23, 22, 14, 20, 11, 18, 9, 7, 5, 1, 11, 19, 16, 17, 2, 3, 4]","[67, 11, 20, 7, 15, 10, 24, 28, 22, 34, 21, 14, 35, 35, 14, 98, 42, 28, 21, 21, 43, 13]",,4,16.814797021378812,17.826086956521745
"[10.0, 10.0, 4.1]",T005,,,8<11<6,17.74622892635315,"[17.74622892635315, 17.015484090522374, 17.400382808421785]",,,,,2015-10-01,4,0,A+3,MOJ,,,151,3,G,,,,10,0,+1,ST,3,Fabulous Horse Syndicate,17.74622892635315,,,4,17.74622892635315,,,,0,17.015484090522374,H-/P-/XB/TT,0,"[('20141228_263', (126, 6)), ('20150503_581', (122, 8)), ('20150128_349', (126, 11))]",,0,,,,,,,,17.015484090522374, 1200,FABULOUS ONE,,,0,"8>(95d),11>(31d)","[17.74622892635315, 17.015484090522374, 17.400382808421785]",,,SWY,0,2015-10-01 06:30:00,,"[1, 3, 2]","[95, 31]",,1,17.74622892635315,-100.0
"[2.2, 5.5, 28.0]",T342,,,4<3<4,,"[17.111079423926995, 17.150207231670716, 17.752529735487308]",,,,,2015-10-01,4,0,A+3,CML,,,25,3,G,,,,8,0,+1,ST,3,Eleanor Kwok Law Kwai Chun,17.752529735487308,,,4,17.752529735487308,,,,0,17.111079423926995,CP1/TT,0,"[('20150906_005', (125, 4)), ('20150627_727', (127, 4)), ('20150712_769', (125, 3))]",,0,,,,,,,,17.111079423926995, 1200,MAGICAL BEAUTY,,,0,"4>(56d),3>(15d)","[17.111079423926995, 17.150207231670716, 17.752529735487308]",,,CAS,0,2015-10-01 06:30:00,,"[3, 2, 1]","[56, 15]",,0,,-100.0
"[18.0, 19.0, 7.6]",N330,,,9<1<4<11<11<4<8<8<14<4<6<5<0<1<5<8<7<5<14<4<9<7<9<4<4<5<4<11<3<3<2<13<4,16.82085786375105,"[17.072129748186086, 17.23147616312464, 17.030939540164635, 16.745743790120013, 16.951546828648112, 16.958733747880157, 16.85393258426966, 16.82085786375105, 16.565433462175594, 17.142857142857142, 17.050298380221655, 17.006802721088434, 17.169838317355843, 16.718414139001673, 16.91808825602707, 16.920473773265652, 16.880011253340836, 16.59521504632831, 16.89189189189189, 16.75743611227482, 16.875263675994937, 17.006802721088434, 17.069701280227598, 16.731734523145565, 16.863406408094434, 17.108639863130882, 16.75643327348893, 16.85325628987601, 16.83029453015428, 16.97792869269949, 16.771488469601678, 17.096452486109133]",,,,,2015-10-01,4,0,A+3,HCY,,,25,33,G,,,,12,0,*1,ST,25,Stanley Chan Ka Leung,17.23147616312464,,,4,17.169838317355843,,,,1,16.565433462175594,TT,0,"[('20131221_260', (126, 14)), ('20140427_576', (125, 5)), ('20130317_462', (133, 4)), ('20130417_541', (133, 4)), ('20150315_460', (111, 4)), ('20130917_031', (125, 7)), ('20121118_166', (130, 2)), ('20130224_410', (133, 11)), ('20150524_635', (131, 4)), ('20140406_530', (116, 0)), ('20150118_319', (121, 8)), ('20130515_612', (132, 4)), ('20121001_060', (129, 4)), ('20130401_501', (119, 5)), ('20121202_203', (131, 3)), ('20131016_087', (129, 9)), ('20140914_004', (116, 14)), ('20150407_517', (119, 11)), ('20140622_723', (116, 4)), ('20140323_492', (108, 1)), ('20150712_768', (130, 1)), ('20150906_005', (115, 9)), ('20131124_188', (126, 4)), ('20121216_242', (116, 3)), ('20140101_288', (124, 5)), ('20121014_087', (128, 13)), ('20150506_594', (114, 11)), ('20140601_671', (121, 6)), ('20130908_006', (130, 9)), ('20140212_392', (120, 8)), ('20140309_459', (119, 5)), ('20140111_316', (124, 7)), ('20150211_385', (115, 8))]",,0,,,,,,,,16.565433462175594, 1200,GOLDEN GUNNERS,,,2,"9>(56d),1>(49d),4>(18d),11>(29d),11>(23d),4>(32d),8>(24d),8>(126d),14>(84d),4>(21d),6>(35d),5>(21d),1>(14d),5>(25d),8>(32d),7>(10d),5>(11d),14>(27d),4>(39d),9>(29d),7>(9d),9>(116d),4>(28d),4>(16d),5>(15d),4>(21d),11>(70d),3>(14d),3>(14d),2>(35d),13>(13d)","[17.072129748186086, 16.745743790120013, 16.951546828648112, 16.958733747880157, 16.85393258426966, 16.82085786375105, 16.565433462175594, 17.142857142857142, 17.050298380221655, 17.006802721088434, 17.169838317355843, 16.718414139001673, 16.91808825602707, 16.880011253340836, 16.59521504632831, 16.89189189189189, 16.75743611227482, 16.875263675994937, 17.006802721088434, 17.069701280227598, 16.863406408094434, 16.75643327348893, 16.85325628987601, 17.096452486109133]",,,CD,0,2015-10-01 06:30:00,,"[6, 1, 9, 28, 14, 13, 21, 24, 32, 3, 8, 10, 2, 30, 16, 15, 18, 31, 17, 26, 19, 10, 7, 29, 20, 4, 27, 22, 23, 12, 25, 5]","[56, 49, 18, 29, 23, 32, 24, 126, 84, 21, 35, 21, 14, 14, 25, 32, 10, 11, 27, 39, 29, 9, 116, 28, 16, 15, 21, 70, 14, 14, 35, 13]",,4,17.096452486109133,-16.666666666666664
"[14.0, 99.0, 18.0]",T087,,,3<2<9,16.839741790625876,"[17.23147616312464, 17.13796058269066, 16.839741790625876]",,,,,2015-10-01,4,0,A+3,PZ,,,130,3,G,,,,5,0,+1,ST,3,"Lo Kui Lun, Lo Hoe, Stanley Lo Shek Yin & Sharon Lo Ching Wun",17.23147616312464,,,4,17.23147616312464,,,,0,16.839741790625876,B,0,"[('20150329_497', (125, 9)), ('20150524_637', (127, 3)), ('20150426_564', (126, 2))]",,0,,,,,,,,16.839741790625876, 1200,JOLLY JOLLY,,,0,"3>(28d),2>(28d)","[17.23147616312464, 17.13796058269066, 16.839741790625876]",,,OSP,0,2015-10-01 06:30:00,,"[1, 2, 3]","[28, 28]",,1,16.839741790625876,-100.0
[84.0],T333,,,11,,[16.68752607425949],,,,,2015-10-01,4,0,A+3,PB,,,92,1,G,,,,4,0,+1,ST,0,Kirk Wong King Wai,16.68752607425949,,,4,,,,,0,,B-,0,"[('20150701_736', (127, 11))]",,0,,,,,,,,16.68752607425949, 1200,CLEVER SPIRIT,,,0,,,,,FC,0,2015-10-01 06:30:00,,[1],,,0,,-100.0
"[8.1, 19.0, 35.0]",N226,,,5<7<3<12<10<9<10<11<10<11<8<4<6<7<8<4<8<10<7<1<1<1<2<4<7<8<1<3<9<11<1<10<10<6<11<10<9<11<9<12<12<12,16.98033111645677,"[16.701461377870565, 16.9553106455129, 17.37619461337967, 16.611295681063122, 17.14775650185767, 16.861036953772658, 17.038193951441144, 16.839741790625876, 16.11170784103115, 16.200294550810014, 16.6270783847981, 17.133066818960593, 17.023691303731027, 16.856300042140752, 17.187052420509882, 17.487612940833575, 16.84717208182912, 16.96969696969697, 16.912297656438753, 16.503300660132027, 16.85122773230621, 16.835016835016837, 17.145306472353194, 16.60612350804359, 16.99441612041758, 17.098888572242803, 17.004737033888013, 17.283594987757454, 16.244954218765386, 15.963622291021672, 16.116428990037118, 16.778523489932887, 16.670635865682303, 16.837378981338574, 17.146776406035666, 16.6270783847981, 17.04787611876687, 16.896648831315122, 17.20923562311774, 16.20984379605069, 17.167381974248926, 16.98033111645677]",,,,,2015-10-01,4,0,A+3,STH,,,15,42,G,,,,7,0,1,ST,15,Choy Ching Moon,17.487612940833575,,,4,17.37619461337967,,,,3,15.963622291021672,B/TT,0,"[('20140525_657', (115, 8)), ('20141112_157', (128, 6)), ('20130915_021', (111, 8)), ('20140618_720', (126, 4)), ('20150429_577', (114, 9)), ('20141019_099', (130, 7)), ('20130410_523', (122, 1)), ('20150110_310', (126, 8)), ('20130310_447', (126, 10)), ('20150614_693', (130, 12)), ('20121125_191', (120, 10)), ('20150516_620', (106, 10)), ('20141207_220', (132, 4)), ('20150215_396', (127, 11)), ('20140101_291', (133, 1)), ('20121017_098', (122, 9)), ('20150712_771', (127, 7)), ('20141008_073', (131, 8)), ('20140427_583', (112, 10)), ('20140226_433', (128, 1)), ('20130123_335', (131, 6)), ('20131012_079', (112, 7)), ('20140208_389', (123, 1)), ('20150415_539', (119, 10)), ('20131218_253', (132, 2)), ('20130522_631', (128, 9)), ('20130508_595', (128, 11)), ('20150311_455', (122, 10)), ('20130707_751', (125, 1)), ('20130212_380', (131, 10)), ('20120926_054', (128, 11)), ('20130112_312', (115, 11)), ('20140413_555', (129, 7)), ('20131117_169', (133, 4)), ('20150916_030', (123, 5)), ('20150705_751', (127, 3)), ('20120519_632', (126, 12)), ('20120613_690', (131, 12)), ('20150321_483', (118, 11)), ('20120506_599', (113, 12)), ('20120916_026', (123, 9)), ('20130612_686', (126, 3))]",,0,,,,,,,,15.963622291021672, 1200,GERONIMO MEADOW,,,5,"5>(66d),7>(7d),3>(21d),12>(29d),10>(17d),9>(14d),10>(25d),11>(10d),10>(24d),11>(36d),8>(34d),4>(25d),6>(24d),7>(11d),8>(112d),4>(24d),8>(28d),10>(14d),7>(46d),1>(18d),1>(38d),1>(14d),2>(31d),4>(36d),7>(27d),8>(70d),1>(25d),3>(21d),9>(14d),11>(28d),1>(31d),10>(26d),10>(20d),6>(11d),11>(48d),10>(39d),9>(21d),11>(10d),9>(95d),12>(25d),12>(13d)","[16.701461377870565, 16.9553106455129, 17.37619461337967, 16.611295681063122, 16.835016835016837, 17.145306472353194, 16.60612350804359, 17.004737033888013, 17.283594987757454, 16.244954218765386, 15.963622291021672, 16.116428990037118, 16.778523489932887, 16.670635865682303, 16.837378981338574]",,,CCW,0,2015-10-01 06:30:00,,"[30, 19, 2, 34, 7, 22, 13, 26, 41, 39, 32, 10, 14, 23, 5, 1, 25, 18, 20, 36, 24, 28, 9, 35, 16, 11, 15, 3, 37, 42, 40, 29, 31, 27, 8, 32, 12, 21, 4, 38, 6, 17]","[66, 7, 21, 29, 17, 14, 25, 10, 24, 36, 34, 25, 24, 11, 112, 24, 28, 14, 46, 18, 38, 14, 31, 36, 27, 70, 25, 21, 14, 28, 31, 26, 20, 11, 48, 39, 21, 10, 95, 25, 13]",,2,16.99441612041758,95.71428571428572
"[11.0, 3.4, 4.7]",S397,,,4<5<2<7<6<5<7<1<5<4,17.36111111111111,"[17.639795378373613, 17.169838317355843, 17.36111111111111, 17.067273503057887, 17.352073572791948, 17.355085039916695, 17.18213058419244, 17.577781683951486, 17.608733932030287, 17.482517482517483]",,,,,2015-10-01,4,0,A+3,CAN,,,25,10,G,,,,1,0,+1,ST,10,HK Diamond Bourse Racing Syndicate,17.639795378373613,,,4,17.639795378373613,,,,1,17.067273503057887,H/XB/TT,0,"[('20141109_142', (125, 4)), ('20150308_441', (133, 5)), ('20150906_002', (132, 4)), ('20150426_564', (133, 7)), ('20141228_263', (126, 1)), ('20150621_710', (132, 5)), ('20150201_356', (133, 7)), ('20150607_671', (130, 2)), ('20150401_506', (133, 6)), ('20141130_198', (125, 5))]",,0,,,,,,,,17.067273503057887, 1200,DIAMOND MASTER,,,1,"4>(77d),5>(14d),2>(42d),7>(25d),6>(24d),5>(35d),7>(35d),1>(28d),5>(21d)","[17.639795378373613, 17.169838317355843, 17.36111111111111, 17.067273503057887, 17.352073572791948, 17.355085039916695, 17.18213058419244, 17.577781683951486, 17.608733932030287, 17.482517482517483]",,,YPF,0,2015-10-01 06:30:00,,"[1, 9, 5, 10, 7, 6, 8, 3, 2, 4]","[77, 14, 42, 25, 24, 35, 35, 28, 21]",,1,17.36111111111111,-68.0
"[12.0, 18.0, 20.0]",P097,,,6<9<7<9<8<6<6<8<0<11<1<3<11<12<3<2<2<11<7<13,17.07698875764907,"[17.067273503057887, 16.953941791466516, 16.74808094905792, 17.07698875764907, 16.985138004246284, 17.091582395670134, 17.233950883239984, 16.89427002674926, 16.85393258426966, 17.130620985010708, 17.21664275466284, 17.04303365999148, 16.93958215697346, 17.111079423926995, 17.24633515377982, 17.415534656913966, 16.97792869269949, 17.1291538198013, 16.960651289009498]",,,,,2015-10-01,4,0,A+3,WD,,,18,20,G,,,,2,0,+1,ST,2,Flying-Speed Syndicate,17.415534656913966,,,4,17.067273503057887,,,,0,16.97792869269949,B1,0,"[('20130420_551', (122, 13)), ('20150107_299', (125, 8)), ('20150125_345', (124, 6)), ('20140525_650', (116, 1)), ('20140924_036', (124, 0)), ('20131127_195', (127, 2)), ('20150315_464', (125, 8)), ('20140226_434', (117, 12)), ('20140115_331', (115, 2)), ('20140622_729', (126, 11)), ('20130626_729', (116, 11)), ('20140205_379', (117, 3)), ('20150221_406', (123, 6)), ('20150621_714', (121, 7)), ('20130612_690', (120, 7)), ('20140413_554', (119, 3)), ('20140326_507', (118, 11)), ('20150913_021', (131, 6)), ('20150708_761', (117, 9)), ('20150329_499', (123, 9))]",,0,,,,,,,,16.74808094905792, 1200,SHARP HUNTER,,,1,"6>(67d),9>(17d),7>(84d),9>(14d),8>(22d),6>(27d),6>(18d),8>(105d),11>(28d),1>(42d),3>(18d),11>(28d),12>(21d),3>(21d),2>(49d),2>(154d),11>(14d),7>(53d)","[17.067273503057887, 16.97792869269949]",,,FD,0,2015-10-01 06:30:00,,"[10, 15, 19, 9, 12, 8, 3, 17, 18, 5, 4, 11, 16, 7, 2, 1, 13, 6, 14]","[67, 17, 84, 14, 22, 27, 18, 105, 94, 28, 42, 18, 28, 21, 21, 49, 154, 14, 53]",,2,17.091582395670134,-84.5
"[53.0, 19.0, 8.4]",S209,,,9<12<7<5<6<1<8<8<14<9<7<8<2<8<4<6<8<5,16.851565791321445,"[15.982177450600544, 16.039661708953048, 15.94048884165781, 16.356066613798575, 16.238559196929437, 16.336633663366335, 16.133763567028456, 16.98033111645677, 16.644869813339675, 16.718414139001673, 17.08914839077186, 16.884761502743775, 17.11840228245364, 16.754427955959788, 17.00198356474922, 16.953941791466516, 16.851565791321445, 17.36111111111111]",,,,,2015-10-01,4,0,A+3,MOJ,,,15,18,G,,,,10,0,1,ST,15,Edmond Siu Kim Ping,17.36111111111111,,,3,17.36111111111111,,,,0,15.94048884165781,SR,0,"[('20150422_555', (117, 5)), ('20141001_051', (117, 7)), ('20150311_452', (117, 6)), ('20150520_628', (116, 7)), ('20140517_629', (118, 2)), ('20150107_293', (130, 8)), ('20141026_115', (116, 9)), ('20140427_577', (120, 8)), ('20140611_697', (121, 8)), ('20140330_510', (121, 4)), ('20141115_163', (114, 14)), ('20150128_347', (129, 1)), ('20140208_382', (126, 5)), ('20150916_034', (115, 9)), ('20150708_764', (115, 12)), ('20140316_473', (123, 6)), ('20140223_420', (126, 8)), ('20141210_224', (132, 8))]",,0,,,,,,,,15.94048884165781, 1600,MR VANILLA,,,1,"9>(70d),12>(49d),7>(28d),5>(42d),6>(42d),1>(21d),8>(28d),8>(25d),14>(20d),9>(25d),7>(112d),8>(25d),2>(20d),8>(28d),4>(14d),6>(21d),8>(15d)","[15.982177450600544, 16.039661708953048, 15.94048884165781, 16.356066613798575, 16.238559196929437, 16.644869813339675, 16.718414139001673, 17.08914839077186, 16.884761502743775, 17.11840228245364, 16.754427955959788, 17.00198356474922, 16.953941791466516, 16.851565791321445, 17.36111111111111]",,,FD,0,2015-10-01 06:00:00,,"[17, 16, 18, 12, 14, 13, 15, 5, 11, 10, 3, 7, 2, 9, 4, 6, 8, 1]","[70, 49, 28, 42, 42, 21, 28, 25, 20, 25, 112, 25, 20, 28, 14, 21, 15]",,2,17.00198356474922,-45.55555555555555
"[23.0, 20.0, 3.9]",T168,,,3<12<11<12<4<9<12,,"[16.843118383060634, 17.056114617090227, 16.75977653631285, 15.566037735849056, 16.774502755811167, 16.896648831315122, 17.238407171177382]",,,,,2015-10-01,4,0,A+3,HCY,,,12,7,G,,,,9,0,1,ST,6,Bunny Chan Chung Bun,17.238407171177382,,,3,17.238407171177382,,,,0,15.566037735849056,H,0,"[('20150520_628', (121, 12)), ('20150919_038', (115, 3)), ('20150429_572', (127, 9)), ('20150516_619', (128, 4)), ('20150412_528', (127, 12)), ('20150624_720', (121, 11)), ('20150708_762', (119, 12))]",,0,,,,,,,,15.566037735849056, 1600,PROMPT EXPRESS,,,0,"3>(73d),12>(14d),11>(35d),12>(4d),4>(17d),9>(17d)","[16.843118383060634, 17.056114617090227, 15.566037735849056, 16.774502755811167, 16.896648831315122, 17.238407171177382]",,,YPF,0,2015-10-01 06:00:00,,"[4, 2, 6, 7, 5, 3, 1]","[73, 14, 35, 4, 17, 17]",,0,,-100.0
"[30.0, 0.0, 99.0]",S300,,,1<0<12<10<12<11,16.397922929762228,"[16.88170746412637, 16.69250029808036, 16.934801016088063, 17.029972752043598, 16.397922929762228]",,,,,2015-10-01,4,0,A+3,PZ,,,12,6,G,,,,6,0,1,ST,5,Chu Hung Kwan,17.029972752043598,,,3,17.029972752043598,,,,1,16.397922929762228,B/TT,0,"[('20150318_470', (121, 10)), ('20150527_646', (118, 0)), ('20150919_038', (113, 1)), ('20140701_750', (115, 11)), ('20150509_600', (121, 12)), ('20150118_320', (127, 12))]",,0,,,,,,,,16.397922929762228, 1600,CHEERFUL FRAME,,,1,"1>(115d),12>(52d),10>(59d),12>(201d)","[16.88170746412637, 16.69250029808036, 16.934801016088063, 17.029972752043598, 16.397922929762228]",,,YCH,0,2015-10-01 06:00:00,,"[3, 4, 2, 1, 5]","[115, 18, 52, 59, 201]",,2,16.397922929762228,400.0
"[20.0, 62.0, 92.0]",N143,,,12<8<9<4<9<10<8<13<13<4<8<10<9<9<8<2<6<4<6<9<1<1<4<2<4<2<10<8<8<11<10<10<4<5<2<7<8,16.36159116474077,"[16.374987207041247, 16.95120474633733, 15.974440894568689, 16.785564414603442, 16.458852867830423, 16.400164001640015, 16.632016632016633, 16.452442159383033, 16.475972540045767, 16.813787305590584, 16.835016835016834, 16.675351745700887, 16.553246275519587, 16.59751037344398, 16.36159116474077, 16.566576931041624, 16.61647107695503, 16.794625719769673, 16.701461377870565, 16.499948437661132, 16.580310880829014, 16.840332596568782, 16.965584100824042, 16.973811833171677, 16.587186398507153, 16.455826391031575, 16.708437761069337, 16.896648831315122, 16.766467065868262, 16.877637130801688, 17.00198356474922, 17.250301880282905, 17.63046544428773, 17.101325352714834, 17.44287458573173, 17.325017325017324, 17.271157167530227]",,,,,2015-10-01,4,0,A+3,SCC,,,18,37,G,,,,8,0,1,ST,15,Victor Lui Ting,17.63046544428773,,,3,16.973811833171677,,,,2,15.974440894568689,B/TT,0,"[('20140525_653', (117, 9)), ('20130324_481', (127, 10)), ('20131001_049', (127, 1)), ('20140618_721', (118, 9)), ('20150315_462', (126, 10)), ('20150419_548', (125, 9)), ('20130127_350', (114, 8)), ('20121118_169', (121, 10)), ('20140301_440', (117, 6)), ('20120310_463', (119, 2)), ('20130420_544', (128, 2)), ('20141012_082', (115, 4)), ('20150101_277', (132, 13)), ('20140628_749', (115, 10)), ('20120108_303', (121, 8)), ('20150712_771', (120, 8)), ('20130526_638', (127, 4)), ('20140504_602', (120, 8)), ('20141109_148', (116, 13)), ('20150621_713', (122, 9)), ('20140330_516', (120, 2)), ('20140208_389', (120, 4)), ('20130623_716', (127, 2)), ('20131027_111', (132, 1)), ('20130707_753', (129, 4)), ('20150221_404', (130, 8)), ('20120211_395', (121, 7)), ('20120401_520', (123, 5)), ('20121001_058', (120, 10)), ('20150913_022', (118, 12)), ('20130302_431', (112, 8)), ('20130101_285', (118, 11)), ('20120624_717', (121, 4)), ('20131215_246', (120, 9)), ('20140119_338', (120, 6)), ('20140927_045', (113, 8)), ('20150524_638', (123, 4))]",,0,,,,,,,,15.974440894568689, 1600,KEEN TACTICS,,,2,"12>(63d),8>(21d),9>(28d),4>(35d),9>(35d),10>(22d),8>(51d),13>(53d),13>(28d),4>(15d),8>(91d),10>(10d),9>(24d),9>(21d),8>(35d),2>(29d),6>(21d),4>(20d),6>(35d),9>(49d),1>(26d),1>(86d),4>(14d),2>(28d),4>(36d),2>(27d),10>(22d),8>(34d),8>(26d),11>(44d),10>(48d),10>(99d),4>(84d),5>(22d),2>(28d),7>(34d)","[16.374987207041247, 16.95120474633733, 15.974440894568689, 16.785564414603442, 16.458852867830423, 16.400164001640015, 16.632016632016633, 16.452442159383033, 16.580310880829014, 16.840332596568782, 16.965584100824042, 16.973811833171677, 16.587186398507153, 16.455826391031575, 16.708437761069337]",,,LAL,0,2015-10-01 06:00:00,,"[35, 10, 37, 17, 31, 34, 22, 33, 30, 15, 14, 21, 28, 24, 36, 27, 23, 16, 20, 29, 26, 13, 9, 8, 25, 32, 19, 11, 18, 12, 7, 5, 1, 6, 2, 3, 4]","[63, 21, 28, 35, 35, 22, 51, 53, 28, 15, 91, 10, 24, 21, 35, 29, 21, 20, 35, 49, 26, 86, 14, 28, 36, 27, 22, 34, 26, 44, 48, 99, 84, 22, 28, 34]",,6,16.813787305590584,-67.56756756756756
